AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_003184845.1	1448316	GCF_003184845.1	Aspibe1	Aspergillus ibericus CBS 121593 (ascomycetes)	301854	Aspergillus ibericus	GCA_003184845.1GCF_003184845.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ibericus
GCF_003184835.1	1448317	GCF_003184835.1	Aspcos1	Aspergillus costaricaensis CBS 115574 (ascomycetes)	319631	Aspergillus costaricaensis	GCA_003184835.1GCF_003184835.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus costaricaensis
GCF_003184545.1	1448321	GCF_003184545.1	Asphet1	Aspergillus heteromorphus CBS 117.55 (ascomycetes)	51019	Aspergillus heteromorphus	GCA_003184545.1GCF_003184545.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heteromorphus
GCF_003184765.1	1448322	GCF_003184765.1	Aspacu1	Aspergillus aculeatinus CBS 121060 (ascomycetes)	487661	Aspergillus aculeatinus	GCA_003184765.1GCF_003184765.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatinus
GCF_003184595.1	1450533	GCF_003184595.1	Asplac1	Aspergillus lacticoffeatus CBS 101883 (ascomycetes)	5061	Aspergillus niger	GCA_003184595.1GCF_003184595.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
GCF_003184695.1	1450534	GCF_003184695.1	Aspbru1	Aspergillus brunneoviolaceus CBS 621.78 (ascomycetes)	1191711	Aspergillus brunneoviolaceus	GCA_003184695.1GCF_003184695.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brunneoviolaceus
GCF_003184525.1	1450535	GCF_003184525.1	Aspscl1	Aspergillus sclerotioniger CBS 115572 (ascomycetes)	319627	Aspergillus sclerotioniger	GCA_003184525.1GCF_003184525.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotioniger
GCF_003184865.1	1450537	GCF_003184865.1	Asphom1	Aspergillus homomorphus CBS 101889 (ascomycetes)	319626	Aspergillus homomorphus	GCA_003184865.1GCF_003184865.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus
GCF_003184585.1	1450539	GCF_003184585.1	Aspsac1	Aspergillus saccharolyticus JOP 1030-1 (ascomycetes)	979771	Aspergillus saccharolyticus	GCA_003184585.1GCF_003184585.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus saccharolyticus
GCF_001642045.1	1460663	GCF_001642045.1	Parsp1	Paraphaeosphaeria sporulosa (ascomycetes)	1460663	Paraphaeosphaeria sporulosa	GCA_001642045.1GCF_001642045.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa
GCF_000760515.1	1485682	GCF_000760515.1	UGP1.0	Mitosporidium daphniae (microsporidians)	1485682	Mitosporidium daphniae	GCA_000760515.1GCF_000760515.1identical	Eukaryota	Microsporidia	NA	NA	NA	Mitosporidium	Mitosporidium daphniae
GCF_001500285.1	149040	GCF_001500285.1	Phisc1	Phialocephala scopiformis (ascomycetes)	149040	Phialocephala scopiformis	GCA_001500285.1GCF_001500285.1identical	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Phialocephala	Phialocephala scopiformis
GCF_001204775.1	1509407	GCF_001204775.1	ASM120477v1	Aspergillus nomius NRRL 13137 (ascomycetes)	41061	Aspergillus nomius	GCA_001204775.1GCF_001204775.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomius
GCF_003144195.1	1522189	GCF_003144195.1	Cersp1	Ceraceosorus guamensis (basidiomycetes)	1522189	Ceraceosorus guamensis	GCA_003144195.1GCF_003144195.1identical	Eukaryota	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus guamensis
GCF_004154835.1	156630	GCF_004154835.1	ASM415483v1	Alternaria arborescens (ascomycetes)	156630	Alternaria arborescens	GCA_004154835.1GCF_004154835.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
GCF_003144245.1	1569628	GCF_003144245.1	Jamsp1	Jaminaea rosea (basidiomycetes)	1569628	Jaminaea rosea	GCA_003144245.1GCF_003144245.1identical	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	NA	Jaminaea	Jaminaea rosea
GCF_004337985.1	1578925	GCF_004337985.1	ASM433798v1	Pyricularia pennisetigena (ascomycetes)	1578925	Pyricularia pennisetigena	GCA_004337985.1GCF_004337985.1identical	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia pennisetigena
GCF_001299255.1	1664694	GCF_001299255.1	ASM129925v1	Phialophora attae (ascomycetes)	1664694	Phialophora attae	GCA_001299255.1GCF_001299255.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attae
GCF_003144135.1	1684307	GCF_003144135.1	Rhodsp1	Pseudomicrostroma glucosiphilum (basidiomycetes)	1684307	Pseudomicrostroma glucosiphilum	GCA_003144135.1GCF_003144135.1identical	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	NA	Pseudomicrostroma	Pseudomicrostroma glucosiphilum
GCF_003369625.1	1810919	GCF_003369625.1	ASM336962v1	Aspergillus mulundensis (ascomycetes)	1810919	Aspergillus mulundensis	GCA_003369625.1GCF_003369625.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mulundensis
GCF_001773325.1	1835702	GCF_001773325.1	ASM177332v1	Penicillium arizonense (ascomycetes)	1835702	Penicillium arizonense	GCA_001773325.1GCF_001773325.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium arizonense
GCF_000836275.1	212818	GCF_000836275.1	Exop_meso_CBS40295_V1	Exophiala mesophila (ascomycetes)	212818	Exophiala mesophila	GCA_000836275.1GCF_000836275.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila
GCF_000091045.1	214684	GCF_000091045.1	ASM9104v1	Cryptococcus neoformans var. neoformans JEC21 (basidiomycetes)	5207	Cryptococcus neoformans	GCA_000091045.1GCF_000091045.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
GCF_000835515.1	215243	GCF_000835515.1	Exop_olig_CBS72588_V1	Exophiala oligosperma (ascomycetes)	215243	Exophiala oligosperma	GCA_000835515.1GCF_000835515.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma
GCF_003144295.1	215250	GCF_003144295.1	Acain1	Acaromyces ingoldii (basidiomycetes)	215250	Acaromyces ingoldii	GCA_003144295.1GCF_003144295.1identical	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	Acaromyces ingoldii
GCF_000151335.2	222929	GCF_000151335.2	JCVI-cpa1-1.0	Coccidioides posadasii C735 delta SOWgp (ascomycetes)	199306	Coccidioides posadasii	GCA_000151335.1GCF_000151335.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Coccidioides	Coccidioides posadasii
GCF_000149205.2	227321	GCF_000149205.1	ASM14920v2	Aspergillus nidulans FGSC A4 (ascomycetes)	162425	Aspergillus nidulans	GCA_000149205.2GCF_000149205.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans
GCF_000240135.3	229533	GCF_000240135.3	ASM24013v3	Fusarium graminearum PH-1 (ascomycetes)	5518	Fusarium graminearum	GCA_000240135.3GCF_000240135.3different	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium graminearum
GCF_000149245.1	235443	GCF_000149245.1	CNA3	Cryptococcus neoformans var. grubii H99 (basidiomycetes)	5207	Cryptococcus neoformans	GCA_000149245.3GCF_000149245.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
GCF_001883845.1	236234	GCF_001883845.1	ASM188384v1	Diplodia corticola (ascomycetes)	236234	Diplodia corticola	GCA_001883845.1GCF_001883845.1identical	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia corticola
GCF_000182965.3	237561	GCF_000182965.3	ASM18296v3	Candida albicans SC5314 (budding yeasts)	5476	Candida albicans	GCA_000182965.3GCF_000182965.3identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
GCF_000328475.2	237631	GCF_000328475.2	Umaydis521_2.0	Ustilago maydis 521 (smut fungi)	5270	Ustilago maydis	GCA_000328475.2GCF_000328475.2identical	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago maydis
GCF_000182895.1	240176	GCF_000182895.1	CC3	Coprinopsis cinerea okayama7#130 (basidiomycetes)	5346	Coprinopsis cinerea	GCA_000182895.1GCF_000182895.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea
GCF_000002495.2	242507	GCF_000002495.2	MG8	Pyricularia oryzae 70-15 (rice blast fungus)	318829	Pyricularia oryzae	GCA_000002495.2GCF_000002495.2identical	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
GCF_000149335.2	246410	GCF_000149335.2	ASM14933v2	Coccidioides immitis RS (ascomycetes)	5501	Coccidioides immitis	GCA_000149335.2GCF_000149335.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Coccidioides	Coccidioides immitis
GCF_000836295.1	253628	GCF_000836295.1	O_gall_CBS43764	Verruconis gallopava (ascomycetes)	253628	Verruconis gallopava	GCA_000836295.1GCF_000836295.1identical	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava
GCF_001642475.1	254056	GCF_001642475.1	ASM164247v1	Fonsecaea monophora (ascomycetes)	254056	Fonsecaea monophora	GCA_001642475.1GCF_001642475.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea monophora
GCF_004022145.1	264951	GCF_004022145.1	Paevar1	Byssochlamys spectabilis (ascomycetes)	264951	Byssochlamys spectabilis	GCA_004022145.1GCF_004022145.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	Byssochlamys spectabilis
GCF_000769745.1	27334	GCF_000769745.1	ASM76974v1	Penicillium expansum (ascomycetes)	27334	Penicillium expansum	GCA_000769745.1GCF_000769745.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
GCF_005498985.1	280036	GCF_005498985.1	PGRAM_IIB_1.0	Sporisorium graminicola (smut fungi)	280036	Sporisorium graminicola	GCA_005498985.1GCF_005498985.1identical	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium graminicola
GCF_000149385.1	283643	GCF_000149385.1	ASM14938v1	Cryptococcus neoformans var. neoformans B-3501A (basidiomycetes)	5207	Cryptococcus neoformans	GCA_000149385.1GCF_000149385.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
GCF_000002525.2	284591	GCF_000002525.2	ASM252v1	Yarrowia lipolytica CLIB122 (budding yeasts)	4952	Yarrowia lipolytica	GCA_000002525.1GCF_000002525.2different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
GCF_000006445.2	284592	GCF_000006445.2	ASM644v2	Debaryomyces hansenii CBS767 (budding yeasts)	4959	Debaryomyces hansenii	GCA_000006445.2GCF_000006445.2different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii
GCF_000091025.4	284811	GCF_000091025.4	ASM9102v4	Eremothecium gossypii ATCC 10895 (budding yeasts)	33169	Eremothecium gossypii	GCA_000091025.4GCF_000091025.4identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium gossypii
GCF_000091225.1	284813	GCF_000091225.1	ASM9122v1	Encephalitozoon cuniculi GB-M1 (microsporidians)	6035	Encephalitozoon cuniculi	GCA_000091225.1GCF_000091225.1identical	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon cuniculi
GCF_000002515.2	28985	GCF_000002515.2	ASM251v1	Kluyveromyces lactis (budding yeasts)	28985	Kluyveromyces lactis	GCA_000002515.1GCF_000002515.2different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces lactis
GCF_000149425.1	294746	GCF_000149425.1	ASM14942v1	Meyerozyma guilliermondii ATCC 6260 (budding yeasts)	4929	Meyerozyma guilliermondii	GCA_000149425.1GCF_000149425.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
GCF_000006335.3	294747	GCF_000006335.3	ASM633v3	Candida tropicalis MYA-3404 (budding yeasts)	5482	Candida tropicalis	GCA_000006335.3GCF_000006335.3identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida tropicalis
GCF_000143365.1	306901	GCF_000143365.1	ASM14336v1	Chaetomium globosum CBS 148.51 (ascomycetes)	38033	Chaetomium globosum	GCA_000143365.1GCF_000143365.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
GCF_000003835.1	306902	GCF_000003835.1	ASM383v1	Clavispora lusitaniae ATCC 42720 (budding yeasts)	36911	Clavispora lusitaniae	GCA_000003835.1GCF_000003835.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae
GCF_000146915.1	321614	GCF_000146915.1	ASM14691v2	Parastagonospora nodorum SN15 (ascomycetes)	13684	Parastagonospora nodorum	GCA_000146915.2GCF_000146915.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum
GCF_000209165.1	322104	GCF_000209165.1	ASM20916v1	Scheffersomyces stipitis CBS 6054 (budding yeasts)	4924	Scheffersomyces stipitis	GCA_000209165.1GCF_000209165.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis
GCF_000002655.1	330879	GCF_000002655.1	ASM265v1	Aspergillus fumigatus Af293 (ascomycetes)	746128	Aspergillus fumigatus	GCA_000002655.1GCF_000002655.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
GCF_000149645.1	331117	GCF_000149645.1	ASM14964v1	Aspergillus fischeri NRRL 181 (ascomycetes)	36630	Aspergillus fischeri	GCA_000149645.2GCF_000149645.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
GCF_001653265.1	33203	GCF_001653265.1	ASM165326v1	Purpureocillium lilacinum (ascomycetes)	33203	Purpureocillium lilacinum	GCA_001653265.1GCF_001653265.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum
GCF_000143535.2	332648	GCF_000143535.2	ASM14353v4	Botrytis cinerea B05.10 (ascomycetes)	40559	Botrytis cinerea	GCA_000143535.4GCF_000143535.2identical	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
GCF_000006275.2	332952	GCF_000006275.2	JCVI-afl1-v2.0	Aspergillus flavus NRRL3357 (ascomycetes)	5059	Aspergillus flavus	GCA_000006275.2GCF_000006275.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
GCF_000149555.1	334819	GCF_000149555.1	ASM14955v1	Fusarium verticillioides 7600 (ascomycetes)	117187	Fusarium verticillioides	GCA_000149555.1GCF_000149555.1different	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
GCF_000219625.1	336722	GCF_000219625.1	MYCGR v2.0	Zymoseptoria tritici IPO323 (ascomycetes)	1047171	Zymoseptoria tritici	GCA_000219625.1GCF_000219625.1identical	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici
GCF_000003515.1	336963	GCF_000003515.1	ASM351v2	Uncinocarpus reesii 1704 (ascomycetes)	33188	Uncinocarpus reesii	GCA_000003515.2GCF_000003515.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii
GCF_000149585.1	339724	GCF_000149585.1	ASM14958v1	Histoplasma capsulatum NAm1 (ascomycetes)	5037	Histoplasma capsulatum	GCA_000149585.1GCF_000149585.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma capsulatum
GCF_000149615.1	341663	GCF_000149615.1	ASM14961v1	Aspergillus terreus NIH2624 (ascomycetes)	33178	Aspergillus terreus	GCA_000149615.1GCF_000149615.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
GCF_001662655.1	342668	GCF_001662655.1	ASM166265v1	Pseudogymnoascus verrucosus (ascomycetes)	342668	Pseudogymnoascus verrucosus	GCA_001662655.1GCF_001662655.1identical	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus
GCF_000002715.2	344612	GCF_000002715.2	ASM271v1	Aspergillus clavatus NRRL 1 (ascomycetes)	5057	Aspergillus clavatus	GCA_000002715.1GCF_000002715.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
GCF_000835505.1	348802	GCF_000835505.1	Exop_xeno_CBS118157_V1	Exophiala xenobiotica (ascomycetes)	348802	Exophiala xenobiotica	GCA_000835505.1GCF_000835505.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
GCF_000182925.2	367110	GCF_000182925.2	NC12	Neurospora crassa OR74A (ascomycetes)	5141	Neurospora crassa	GCA_000182925.2GCF_000182925.2identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
GCF_000185945.1	367775	GCF_000185945.1	ASM18594v1	Cryptococcus gattii WM276 (basidiomycetes)	37769	Cryptococcus gattii VGI	GCA_000185945.1GCF_000185945.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii VGI
GCF_000149685.1	379508	GCF_000149685.1	ASM14968v1	Lodderomyces elongisporus NRRL YB-4239 (budding yeasts)	36914	Lodderomyces elongisporus	GCA_000149685.1GCF_000149685.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus
GCF_000340215.1	383855	GCF_000340215.1	Mycfi2	Pseudocercospora fijiensis CIRAD86 (ascomycetes)	1873960	Pseudocercospora fijiensis	GCA_000340215.1GCF_000340215.1identical	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis
GCF_000151645.1	39416	GCF_000151645.1	ASM15164v1	Tuber melanosporum (Perigord truffle)	39416	Tuber melanosporum	GCA_000151645.1GCF_000151645.1identical	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum
GCF_001481775.2	398673	GCF_001481775.2	TGAM01v2	Trichoderma gamsii (ascomycetes)	398673	Trichoderma gamsii	GCA_001481775.2GCF_001481775.2identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii
GCF_000149845.2	402676	GCF_000149845.2	SJ5	Schizosaccharomyces japonicus yFS275 (ascomycetes)	4897	Schizosaccharomyces japonicus	GCA_000149845.2GCF_000149845.2identical	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces japonicus
GCF_000988165.1	40302	GCF_000988165.1	ASM98816v1	Nosema ceranae (microsporidians)	40302	Nosema ceranae	GCA_000988165.1GCF_000988165.1identical	Eukaryota	Microsporidia	NA	NA	Nosematidae	Nosema	Nosema ceranae
GCF_002237265.1	41047	GCF_002237265.1	ASM223726v2	Aspergillus thermomutatus (ascomycetes)	41047	Aspergillus thermomutatus	GCA_002237265.2GCF_002237265.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus thermomutatus
GCF_002847045.1	41067	GCF_002847045.1	Aspcand1	Aspergillus candidus (ascomycetes)	41067	Aspergillus candidus	GCA_002847045.1GCF_002847045.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus
GCF_000170995.1	413071	GCF_000170995.1	TRIVI v2.0	Trichoderma virens Gv29-8 (ascomycetes)	29875	Trichoderma virens	GCA_000170995.2GCF_000170995.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma virens
GCF_000149925.1	418459	GCF_000149925.1	ASM14992v1	Puccinia graminis f. sp. tritici CRL 75-36-700-3 (rust fungi)	5297	Puccinia graminis	GCA_000149925.1GCF_000149925.1identical	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia graminis
GCF_003013735.1	418784	GCF_003013735.1	Cand_pseudohaemulonii_B12108	[Candida] pseudohaemulonis (budding yeasts)	418784	[Candida] pseudohaemulonis	GCA_003013735.1GCF_003013735.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] pseudohaemulonis
GCF_000181695.1	425265	GCF_000181695.1	ASM18169v1	Malassezia globosa CBS 7966 (basidiomycetes)	76773	Malassezia globosa	GCA_000181695.1GCF_000181695.1identical	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
GCF_000149985.1	426418	GCF_000149985.1	ASM14998v1	Pyrenophora tritici-repentis Pt-1C-BFP (ascomycetes)	45151	Pyrenophora tritici-repentis	GCA_000149985.1GCF_000149985.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis
GCF_000149955.1	426428	GCF_000149955.1	ASM14995v2	Fusarium oxysporum f. sp. lycopersici 4287 (ascomycetes)	5507	Fusarium oxysporum	GCA_000149955.2GCF_000149955.1different	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
GCF_000167675.1	431241	GCF_000167675.1	v2.0	Trichoderma reesei QM6a (ascomycetes)	51453	Trichoderma reesei	GCA_000167675.2GCF_000167675.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei
GCF_000150035.1	436907	GCF_000150035.1	ASM15003v1	Vanderwaltozyma polyspora DSM 70294 (budding yeasts)	36033	Vanderwaltozyma polyspora	GCA_000150035.1GCF_000150035.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma	Vanderwaltozyma polyspora
GCF_000003125.1	441959	GCF_000003125.1	JCVI-TSTA1-3.0	Talaromyces stipitatus ATCC 10500 (ascomycetes)	28564	Talaromyces stipitatus	GCA_000003125.1GCF_000003125.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces stipitatus
GCF_000001985.1	441960	GCF_000001985.1	JCVI-PMFA1-2.0	Talaromyces marneffei ATCC 18224 (ascomycetes)	37727	Talaromyces marneffei	GCA_000001985.1GCF_000001985.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei
GCF_000171015.1	452589	GCF_000171015.1	TRIAT v2.0	Trichoderma atroviride IMI 206040 (ascomycetes)	63577	Trichoderma atroviride	GCA_000171015.2GCF_000171015.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride
GCF_001548555.1	45286	GCF_001548555.1	ASM154855v1	Eremothecium sinecaudum (budding yeasts)	45286	Eremothecium sinecaudum	GCA_001548555.1GCF_001548555.1different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium sinecaudum
GCF_002926055.2	45357	GCF_002926055.1	CanHae_1.0	[Candida] haemulonis (budding yeasts)	45357	[Candida] haemulonis	GCA_002926055.1GCF_002926055.2identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] haemulonis
GCF_002251995.1	45607	GCF_002251995.1	ASM225199v2	Wickerhamiella sorbophila (budding yeasts)	45607	Wickerhamiella sorbophila	GCA_002251995.2GCF_002251995.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella sorbophila
GCF_001664045.1	460523	GCF_001664045.1	Hanpo2	Ogataea polymorpha (budding yeasts)	460523	Ogataea polymorpha	GCA_001664045.1GCF_001664045.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea polymorpha
GCF_000150505.1	483514	GCF_000150505.1	SO6	Schizosaccharomyces octosporus yFS286 (ascomycetes)	4899	Schizosaccharomyces octosporus	GCA_000150505.2GCF_000150505.1identical	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces octosporus
GCF_000143565.1	486041	GCF_000143565.1	V1.0	Laccaria bicolor S238N-H82 (basidiomycetes)	29883	Laccaria bicolor	GCA_000143565.1GCF_000143565.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria	Laccaria bicolor
