Organism	Operon_ID	ORF_position_within_operon	HBs_per_codon
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	6	7.69140625
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	7	7.583941605839416
Escherichia_coli_str_k_12_substr_mg1655	Operon_406	8	7.617834394904459
Escherichia_coli_str_k_12_substr_mg1655	Operon_407	1	7.545263157894737
Escherichia_coli_str_k_12_substr_mg1655	Operon_407	2	7.683127572016461
Escherichia_coli_str_k_12_substr_mg1655	Operon_409	1	7.568181818181818
Escherichia_coli_str_k_12_substr_mg1655	Operon_409	2	7.728362183754993
Escherichia_coli_str_k_12_substr_mg1655	Operon_410	1	7.621693121693122
Escherichia_coli_str_k_12_substr_mg1655	Operon_410	2	7.6
Escherichia_coli_str_k_12_substr_mg1655	Operon_412	1	7.720496894409938
Escherichia_coli_str_k_12_substr_mg1655	Operon_412	2	7.465116279069767
Escherichia_coli_str_k_12_substr_mg1655	Operon_412	3	7.65
Escherichia_coli_str_k_12_substr_mg1655	Operon_413	1	7.6
Escherichia_coli_str_k_12_substr_mg1655	Operon_413	2	7.653225806451613
Escherichia_coli_str_k_12_substr_mg1655	Operon_413	3	7.640625
Escherichia_coli_str_k_12_substr_mg1655	Operon_413	4	7.50531914893617
Escherichia_coli_str_k_12_substr_mg1655	Operon_415	1	7.698795180722891
Escherichia_coli_str_k_12_substr_mg1655	Operon_415	2	7.624293785310734
Escherichia_coli_str_k_12_substr_mg1655	Operon_415	3	7.5568862275449105
Escherichia_coli_str_k_12_substr_mg1655	Operon_420	1	7.603174603174603
Escherichia_coli_str_k_12_substr_mg1655	Operon_420	2	7.4825174825174825
Escherichia_coli_str_k_12_substr_mg1655	Operon_420	3	7.539499036608863
Escherichia_coli_str_k_12_substr_mg1655	Operon_420	4	7.546511627906977
Escherichia_coli_str_k_12_substr_mg1655	Operon_421	1	7.69785575048733
Escherichia_coli_str_k_12_substr_mg1655	Operon_421	2	7.601023017902813
Escherichia_coli_str_k_12_substr_mg1655	Operon_421	3	7.47457627118644
Escherichia_coli_str_k_12_substr_mg1655	Operon_422	1	7.633928571428571
Escherichia_coli_str_k_12_substr_mg1655	Operon_422	2	7.585365853658536
Escherichia_coli_str_k_12_substr_mg1655	Operon_423	1	7.577039274924472
Escherichia_coli_str_k_12_substr_mg1655	Operon_423	2	7.743661971830986
Escherichia_coli_str_k_12_substr_mg1655	Operon_423	3	7.471321695760598
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	1	7.606334841628959
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	2	7.539614561027837
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	3	7.779859484777518
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	4	7.749482401656315
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	5	7.7304964539007095
Escherichia_coli_str_k_12_substr_mg1655	Operon_431	6	7.628834355828221
Escherichia_coli_str_k_12_substr_mg1655	Operon_433	1	7.09469696969697
Escherichia_coli_str_k_12_substr_mg1655	Operon_433	2	7.183406113537118
Escherichia_coli_str_k_12_substr_mg1655	Operon_440	1	7.427272727272728
Escherichia_coli_str_k_12_substr_mg1655	Operon_440	2	7.632075471698113
Escherichia_coli_str_k_12_substr_mg1655	Operon_441	1	7.627329192546584
Escherichia_coli_str_k_12_substr_mg1655	Operon_441	2	7.620915032679738
Escherichia_coli_str_k_12_substr_mg1655	Operon_447	1	7.379032258064516
Escherichia_coli_str_k_12_substr_mg1655	Operon_447	2	7.329608938547486
Escherichia_coli_str_k_12_substr_mg1655	Operon_457	1	7.482456140350878
Escherichia_coli_str_k_12_substr_mg1655	Operon_457	2	7.554151624548736
Escherichia_coli_str_k_12_substr_mg1655	Operon_457	3	7.498293515358362
Escherichia_coli_str_k_12_substr_mg1655	Operon_459	1	7.550724637681159
Escherichia_coli_str_k_12_substr_mg1655	Operon_459	2	7.579545454545454
Escherichia_coli_str_k_12_substr_mg1655	Operon_461	1	7.53416149068323
Escherichia_coli_str_k_12_substr_mg1655	Operon_461	2	7.450980392156863
Escherichia_coli_str_k_12_substr_mg1655	Operon_461	3	7.369942196531792
Escherichia_coli_str_k_12_substr_mg1655	Operon_463	1	7.554621848739496
Escherichia_coli_str_k_12_substr_mg1655	Operon_463	2	7.56951871657754
Escherichia_coli_str_k_12_substr_mg1655	Operon_466	1	7.584097859327217
Escherichia_coli_str_k_12_substr_mg1655	Operon_466	2	7.64344262295082
Escherichia_coli_str_k_12_substr_mg1655	Operon_472	1	7.629086809470124
Escherichia_coli_str_k_12_substr_mg1655	Operon_472	2	7.570815450643777
Escherichia_coli_str_k_12_substr_mg1655	Operon_472	3	7.485714285714286
Escherichia_coli_str_k_12_substr_mg1655	Operon_482	1	7.611666666666666
Escherichia_coli_str_k_12_substr_mg1655	Operon_482	2	7.56
Escherichia_coli_str_k_12_substr_mg1655	Operon_483	1	7.5198237885462555
Escherichia_coli_str_k_12_substr_mg1655	Operon_483	2	7.569536423841059
Escherichia_coli_str_k_12_substr_mg1655	Operon_483	3	7.621399176954733
Escherichia_coli_str_k_12_substr_mg1655	Operon_483	4	7.692622950819672
Escherichia_coli_str_k_12_substr_mg1655	Operon_483	5	7.543307086614173
Escherichia_coli_str_k_12_substr_mg1655	Operon_487	1	7.566037735849057
Escherichia_coli_str_k_12_substr_mg1655	Operon_487	2	7.642857142857143
Escherichia_coli_str_k_12_substr_mg1655	Operon_491	1	7.626050420168068
Escherichia_coli_str_k_12_substr_mg1655	Operon_491	2	7.643497757847534
Escherichia_coli_str_k_12_substr_mg1655	Operon_491	3	7.530973451327434
Escherichia_coli_str_k_12_substr_mg1655	Operon_496	1	7.384146341463414
Escherichia_coli_str_k_12_substr_mg1655	Operon_496	2	7.682539682539683
Escherichia_coli_str_k_12_substr_mg1655	Operon_496	3	7.684684684684685
Escherichia_coli_str_k_12_substr_mg1655	Operon_496	4	7.655367231638418
Escherichia_coli_str_k_12_substr_mg1655	Operon_496	5	7.6563573883161515
Escherichia_coli_str_k_12_substr_mg1655	Operon_498	1	7.620947630922693
Escherichia_coli_str_k_12_substr_mg1655	Operon_498	2	7.682656826568266
Escherichia_coli_str_k_12_substr_mg1655	Operon_498	3	7.663551401869159
Escherichia_coli_str_k_12_substr_mg1655	Operon_498	4	7.566473988439307
Escherichia_coli_str_k_12_substr_mg1655	Operon_498	5	7.5881057268722465
Escherichia_coli_str_k_12_substr_mg1655	Operon_509	1	7.588875453446191
Escherichia_coli_str_k_12_substr_mg1655	Operon_509	2	7.701686121919585
Escherichia_coli_str_k_12_substr_mg1655	Operon_510	1	7.569444444444445
Escherichia_coli_str_k_12_substr_mg1655	Operon_510	2	7.58961038961039
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	1	7.636094674556213
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	2	7.597855227882038
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	3	7.642352941176471
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	4	7.492753623188406
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	5	7.597964376590331
Escherichia_coli_str_k_12_substr_mg1655	Operon_511	6	7.566191446028514
Escherichia_coli_str_k_12_substr_mg1655	Operon_514	1	7.640081799591002
Escherichia_coli_str_k_12_substr_mg1655	Operon_514	2	7.623574144486692
Escherichia_coli_str_k_12_substr_mg1655	Operon_515	1	7.477777777777778
Escherichia_coli_str_k_12_substr_mg1655	Operon_515	2	7.412790697674419
Escherichia_coli_str_k_12_substr_mg1655	Operon_519	1	7.535019455252918
Escherichia_coli_str_k_12_substr_mg1655	Operon_519	2	7.46589259796807
Escherichia_coli_str_k_12_substr_mg1655	Operon_520	1	7.610328638497653
Escherichia_coli_str_k_12_substr_mg1655	Operon_520	2	7.586705202312139
Escherichia_coli_str_k_12_substr_mg1655	Operon_521	1	7.588516746411483
Escherichia_coli_str_k_12_substr_mg1655	Operon_521	2	7.558139534883721
Escherichia_coli_str_k_12_substr_mg1655	Operon_523	1	7.575
Escherichia_coli_str_k_12_substr_mg1655	Operon_523	2	7.616803278688525
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	1	7.5371024734982335
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	2	7.578241430700447
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	3	7.579710144927536
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	4	7.67193675889328
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	5	7.648351648351649
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	6	7.629496402877698
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	7	7.616698292220113
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	8	7.599078341013825
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	9	7.660416666666666
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	10	7.610759493670886
Escherichia_coli_str_k_12_substr_mg1655	Operon_525	11	7.693965517241379
Escherichia_coli_str_k_12_substr_mg1655	Operon_527	1	7.484076433121019
Escherichia_coli_str_k_12_substr_mg1655	Operon_527	2	7.50261780104712
Escherichia_coli_str_k_12_substr_mg1655	Operon_528	1	7.552901023890785
Escherichia_coli_str_k_12_substr_mg1655	Operon_528	2	7.663768115942029
Escherichia_coli_str_k_12_substr_mg1655	Operon_531	1	7.607638888888889
Escherichia_coli_str_k_12_substr_mg1655	Operon_531	2	7.657738095238095
Escherichia_coli_str_k_12_substr_mg1655	Operon_531	3	7.618025751072961
Escherichia_coli_str_k_12_substr_mg1655	Operon_536	1	7.671212121212121
Escherichia_coli_str_k_12_substr_mg1655	Operon_536	2	7.458333333333333
Escherichia_coli_str_k_12_substr_mg1655	Operon_538	1	7.639221556886228
Escherichia_coli_str_k_12_substr_mg1655	Operon_538	2	7.507886435331231
Escherichia_coli_str_k_12_substr_mg1655	Operon_542	1	7.320610687022901
Escherichia_coli_str_k_12_substr_mg1655	Operon_542	2	7.2936507936507935
Escherichia_coli_str_k_12_substr_mg1655	Operon_543	1	7.570707070707071
Escherichia_coli_str_k_12_substr_mg1655	Operon_543	2	7.467625899280575
Escherichia_coli_str_k_12_substr_mg1655	Operon_547	1	7.669603524229075
Escherichia_coli_str_k_12_substr_mg1655	Operon_547	2	7.699324324324325
Escherichia_coli_str_k_12_substr_mg1655	Operon_547	3	7.6909090909090905
Escherichia_coli_str_k_12_substr_mg1655	Operon_547	4	7.74251497005988
Escherichia_coli_str_k_12_substr_mg1655	Operon_547	5	7.601139601139601
Escherichia_coli_str_k_12_substr_mg1655	Operon_548	1	7.64
Escherichia_coli_str_k_12_substr_mg1655	Operon_548	2	7.493103448275862
Escherichia_coli_str_k_12_substr_mg1655	Operon_549	1	7.549295774647887
Escherichia_coli_str_k_12_substr_mg1655	Operon_549	2	7.586666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_549	3	7.526041666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_551	1	7.55632183908046
Escherichia_coli_str_k_12_substr_mg1655	Operon_551	2	7.6968421052631575
Escherichia_coli_str_k_12_substr_mg1655	Operon_551	3	7.605351170568562
Escherichia_coli_str_k_12_substr_mg1655	Operon_552	1	7.548951048951049
Escherichia_coli_str_k_12_substr_mg1655	Operon_552	2	7.659090909090909
Escherichia_coli_str_k_12_substr_mg1655	Operon_553	1	7.613569321533923
Escherichia_coli_str_k_12_substr_mg1655	Operon_553	2	7.68705035971223
Escherichia_coli_str_k_12_substr_mg1655	Operon_553	3	7.698630136986301
Escherichia_coli_str_k_12_substr_mg1655	Operon_553	4	7.759562841530054
Escherichia_coli_str_k_12_substr_mg1655	Operon_553	5	7.694078947368421
Escherichia_coli_str_k_12_substr_mg1655	Operon_554	1	7.1755102040816325
Escherichia_coli_str_k_12_substr_mg1655	Operon_554	2	7.392
Escherichia_coli_str_k_12_substr_mg1655	Operon_566	1	7.3816793893129775
Escherichia_coli_str_k_12_substr_mg1655	Operon_566	2	7.504347826086956
Escherichia_coli_str_k_12_substr_mg1655	Operon_575	1	7.541284403669724
Escherichia_coli_str_k_12_substr_mg1655	Operon_575	2	7.6298076923076925
Escherichia_coli_str_k_12_substr_mg1655	Operon_575	3	7.704419889502763
Escherichia_coli_str_k_12_substr_mg1655	Operon_575	4	7.7485549132947975
Escherichia_coli_str_k_12_substr_mg1655	Operon_575	5	7.65625
Escherichia_coli_str_k_12_substr_mg1655	Operon_576	1	7.608391608391608
Escherichia_coli_str_k_12_substr_mg1655	Operon_576	2	7.424489795918367
Escherichia_coli_str_k_12_substr_mg1655	Operon_576	3	7.542402826855124
Escherichia_coli_str_k_12_substr_mg1655	Operon_582	1	7.4124700239808154
Escherichia_coli_str_k_12_substr_mg1655	Operon_582	2	7.398230088495575
Escherichia_coli_str_k_12_substr_mg1655	Operon_583	1	7.3428571428571425
Escherichia_coli_str_k_12_substr_mg1655	Operon_583	2	7.363874345549738
Escherichia_coli_str_k_12_substr_mg1655	Operon_584	1	7.224290780141844
Escherichia_coli_str_k_12_substr_mg1655	Operon_584	2	7.2
Escherichia_coli_str_k_12_substr_mg1655	Operon_585	1	7.257731958762887
Escherichia_coli_str_k_12_substr_mg1655	Operon_585	2	7.249512670565302
Escherichia_coli_str_k_12_substr_mg1655	Operon_586	1	7.525959367945824
Escherichia_coli_str_k_12_substr_mg1655	Operon_586	2	7.461883408071749
Escherichia_coli_str_k_12_substr_mg1655	Operon_589	1	7.284313725490196
Escherichia_coli_str_k_12_substr_mg1655	Operon_589	2	7.413223140495868
Escherichia_coli_str_k_12_substr_mg1655	Operon_589	3	7.385474860335195
Escherichia_coli_str_k_12_substr_mg1655	Operon_594	1	6.826576576576577
Escherichia_coli_str_k_12_substr_mg1655	Operon_594	2	7.185667752442996
Escherichia_coli_str_k_12_substr_mg1655	Operon_594	3	7.380165289256198
Escherichia_coli_str_k_12_substr_mg1655	Operon_602	1	7.675057208237987
Escherichia_coli_str_k_12_substr_mg1655	Operon_602	2	7.567832167832168
Escherichia_coli_str_k_12_substr_mg1655	Operon_605	1	7.52988047808765
Escherichia_coli_str_k_12_substr_mg1655	Operon_605	2	7.463855421686747
Escherichia_coli_str_k_12_substr_mg1655	Operon_605	3	7.398773006134969
Escherichia_coli_str_k_12_substr_mg1655	Operon_605	4	7.461111111111111
Escherichia_coli_str_k_12_substr_mg1655	Operon_605	5	7.364963503649635
Escherichia_coli_str_k_12_substr_mg1655	Operon_612	1	7.591029023746702
Escherichia_coli_str_k_12_substr_mg1655	Operon_612	2	7.64792899408284
Escherichia_coli_str_k_12_substr_mg1655	Operon_612	3	7.660516605166052
Escherichia_coli_str_k_12_substr_mg1655	Operon_612	4	7.468181818181818
Escherichia_coli_str_k_12_substr_mg1655	Operon_613	1	7.662295081967213
Escherichia_coli_str_k_12_substr_mg1655	Operon_613	2	7.680851063829787
Escherichia_coli_str_k_12_substr_mg1655	Operon_613	3	7.710407239819005
Escherichia_coli_str_k_12_substr_mg1655	Operon_614	1	7.47239263803681
Escherichia_coli_str_k_12_substr_mg1655	Operon_614	2	7.586956521739131
Escherichia_coli_str_k_12_substr_mg1655	Operon_614	3	7.594736842105263
Escherichia_coli_str_k_12_substr_mg1655	Operon_615	1	7.505747126436781
Escherichia_coli_str_k_12_substr_mg1655	Operon_615	2	7.46360153256705
Escherichia_coli_str_k_12_substr_mg1655	Operon_615	3	7.576419213973799
Escherichia_coli_str_k_12_substr_mg1655	Operon_615	4	7.489539748953975
Escherichia_coli_str_k_12_substr_mg1655	Operon_615	5	7.558139534883721
Escherichia_coli_str_k_12_substr_mg1655	Operon_617	1	7.647651006711409
Escherichia_coli_str_k_12_substr_mg1655	Operon_617	2	7.347107438016529
Escherichia_coli_str_k_12_substr_mg1655	Operon_617	3	7.541666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_619	1	7.554347826086956
Escherichia_coli_str_k_12_substr_mg1655	Operon_619	2	7.596685082872928
Escherichia_coli_str_k_12_substr_mg1655	Operon_621	1	7.665734265734265
Escherichia_coli_str_k_12_substr_mg1655	Operon_621	2	7.566084788029925
Escherichia_coli_str_k_12_substr_mg1655	Operon_623	1	7.526315789473684
Escherichia_coli_str_k_12_substr_mg1655	Operon_623	2	7.430303030303031
Escherichia_coli_str_k_12_substr_mg1655	Operon_623	3	7.695852534562212
Escherichia_coli_str_k_12_substr_mg1655	Operon_625	1	7.48
Escherichia_coli_str_k_12_substr_mg1655	Operon_625	2	7.514778325123153
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	1	7.601351351351352
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	2	7.552036199095022
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	3	7.676716917922948
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	4	7.658682634730539
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	5	7.686098654708521
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	6	7.691969196919692
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	7	7.625766871165644
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	8	7.629834254143646
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	9	7.616216216216216
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	10	7.643564356435643
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	11	7.714983713355049
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	12	7.641176470588236
Escherichia_coli_str_k_12_substr_mg1655	Operon_627	13	7.716049382716049
Escherichia_coli_str_k_12_substr_mg1655	Operon_628	1	7.303886925795053
Escherichia_coli_str_k_12_substr_mg1655	Operon_628	2	7.205673758865248
Escherichia_coli_str_k_12_substr_mg1655	Operon_635	1	7.435064935064935
Escherichia_coli_str_k_12_substr_mg1655	Operon_635	2	7.5588235294117645
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	1	7.601851851851852
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	2	7.743267504488331
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	3	7.683794466403162
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	4	7.6678321678321675
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	5	7.769470404984424
Escherichia_coli_str_k_12_substr_mg1655	Operon_636	6	7.68141592920354
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	1	7.457364341085271
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	2	7.607142857142857
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	3	7.52994555353902
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	4	7.585858585858586
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	5	7.534039334341906
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	6	7.495356037151703
Escherichia_coli_str_k_12_substr_mg1655	Operon_638	7	7.5394736842105265
Escherichia_coli_str_k_12_substr_mg1655	Operon_643	1	7.528735632183908
Escherichia_coli_str_k_12_substr_mg1655	Operon_643	2	7.564676616915423
Escherichia_coli_str_k_12_substr_mg1655	Operon_643	3	7.5813953488372094
Escherichia_coli_str_k_12_substr_mg1655	Operon_643	4	7.608208955223881
Escherichia_coli_str_k_12_substr_mg1655	Operon_645	1	7.619647355163728
Escherichia_coli_str_k_12_substr_mg1655	Operon_645	2	7.6761904761904765
Escherichia_coli_str_k_12_substr_mg1655	Operon_645	3	7.720073664825046
Escherichia_coli_str_k_12_substr_mg1655	Operon_646	1	7.578366445916115
Escherichia_coli_str_k_12_substr_mg1655	Operon_646	2	7.367688022284122
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	1	7.534635879218473
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	2	7.543269230769231
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	3	7.619581464872945
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	4	7.598765432098766
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	5	7.638181818181818
Escherichia_coli_str_k_12_substr_mg1655	Operon_654	6	7.575289575289576
Escherichia_coli_str_k_12_substr_mg1655	Operon_655	1	7.589873417721519
Escherichia_coli_str_k_12_substr_mg1655	Operon_655	2	7.591836734693878
Escherichia_coli_str_k_12_substr_mg1655	Operon_655	3	7.608294930875576
Escherichia_coli_str_k_12_substr_mg1655	Operon_655	4	7.615384615384615
Escherichia_coli_str_k_12_substr_mg1655	Operon_656	1	7.46969696969697
Escherichia_coli_str_k_12_substr_mg1655	Operon_656	2	7.456486042692939
Escherichia_coli_str_k_12_substr_mg1655	Operon_658	1	7.433179723502304
Escherichia_coli_str_k_12_substr_mg1655	Operon_658	2	7.481481481481482
Escherichia_coli_str_k_12_substr_mg1655	Operon_662	1	7.707042253521127
Escherichia_coli_str_k_12_substr_mg1655	Operon_662	2	7.580645161290323
Escherichia_coli_str_k_12_substr_mg1655	Operon_662	3	7.602189781021898
Escherichia_coli_str_k_12_substr_mg1655	Operon_676	1	7.586206896551724
Escherichia_coli_str_k_12_substr_mg1655	Operon_676	2	7.599496221662468
Escherichia_coli_str_k_12_substr_mg1655	Operon_678	1	7.541509433962264
Escherichia_coli_str_k_12_substr_mg1655	Operon_678	2	7.581871345029239
Escherichia_coli_str_k_12_substr_mg1655	Operon_678	3	7.536986301369863
Escherichia_coli_str_k_12_substr_mg1655	Operon_678	4	7.5355371900826444
Escherichia_coli_str_k_12_substr_mg1655	Operon_681	1	7.323529411764706
Escherichia_coli_str_k_12_substr_mg1655	Operon_681	2	7.635258358662614
Escherichia_coli_str_k_12_substr_mg1655	Operon_686	1	7.665782493368701
Escherichia_coli_str_k_12_substr_mg1655	Operon_686	2	7.603833865814696
Escherichia_coli_str_k_12_substr_mg1655	Operon_686	3	7.671985815602837
Escherichia_coli_str_k_12_substr_mg1655	Operon_687	1	7.410828025477707
Escherichia_coli_str_k_12_substr_mg1655	Operon_687	2	7.492012779552716
Escherichia_coli_str_k_12_substr_mg1655	Operon_687	3	7.532374100719425
Escherichia_coli_str_k_12_substr_mg1655	Operon_689	1	7.560509554140127
Escherichia_coli_str_k_12_substr_mg1655	Operon_689	2	7.513189448441247
Escherichia_coli_str_k_12_substr_mg1655	Operon_690	1	7.553719008264463
Escherichia_coli_str_k_12_substr_mg1655	Operon_690	2	7.573426573426573
Escherichia_coli_str_k_12_substr_mg1655	Operon_696	1	7.538116591928251
Escherichia_coli_str_k_12_substr_mg1655	Operon_696	2	7.632124352331606
Escherichia_coli_str_k_12_substr_mg1655	Operon_698	1	7.573487031700288
Escherichia_coli_str_k_12_substr_mg1655	Operon_698	2	7.531531531531532
Escherichia_coli_str_k_12_substr_mg1655	Operon_698	3	7.3609467455621305
Escherichia_coli_str_k_12_substr_mg1655	Operon_698	4	7.507418397626113
Escherichia_coli_str_k_12_substr_mg1655	Operon_699	1	7.531553398058253
Escherichia_coli_str_k_12_substr_mg1655	Operon_699	2	7.544794188861985
Escherichia_coli_str_k_12_substr_mg1655	Operon_702	1	7.603448275862069
Escherichia_coli_str_k_12_substr_mg1655	Operon_702	2	7.481203007518797
Escherichia_coli_str_k_12_substr_mg1655	Operon_711	1	7.620915032679738
Escherichia_coli_str_k_12_substr_mg1655	Operon_711	2	7.72279792746114
Escherichia_coli_str_k_12_substr_mg1655	Operon_711	3	7.6537216828478964
Escherichia_coli_str_k_12_substr_mg1655	Operon_711	4	7.725409836065574
Escherichia_coli_str_k_12_substr_mg1655	Operon_713	1	7.51779359430605
Escherichia_coli_str_k_12_substr_mg1655	Operon_713	2	7.479166666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_713	3	7.471337579617835
Escherichia_coli_str_k_12_substr_mg1655	Operon_715	1	7.645528455284553
Escherichia_coli_str_k_12_substr_mg1655	Operon_715	2	7.630606860158311
Escherichia_coli_str_k_12_substr_mg1655	Operon_715	3	7.671052631578948
Escherichia_coli_str_k_12_substr_mg1655	Operon_715	4	7.630853994490358
Escherichia_coli_str_k_12_substr_mg1655	Operon_716	1	7.160377358490566
Escherichia_coli_str_k_12_substr_mg1655	Operon_716	2	7.5235342691990095
Escherichia_coli_str_k_12_substr_mg1655	Operon_724	1	7.623574144486692
Escherichia_coli_str_k_12_substr_mg1655	Operon_724	2	7.662921348314606
Escherichia_coli_str_k_12_substr_mg1655	Operon_725	1	7.43956043956044
Escherichia_coli_str_k_12_substr_mg1655	Operon_725	2	7.542168674698795
Escherichia_coli_str_k_12_substr_mg1655	Operon_726	1	7.708074534161491
Escherichia_coli_str_k_12_substr_mg1655	Operon_726	2	7.66865671641791
Escherichia_coli_str_k_12_substr_mg1655	Operon_726	3	7.507042253521127
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	1	7.622406639004149
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	2	7.611111111111111
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	3	7.665254237288136
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	4	7.688109161793372
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	5	7.698366954851105
Escherichia_coli_str_k_12_substr_mg1655	Operon_736	6	7.658653846153846
Escherichia_coli_str_k_12_substr_mg1655	Operon_737	1	7.531818181818182
Escherichia_coli_str_k_12_substr_mg1655	Operon_737	2	7.566929133858268
Escherichia_coli_str_k_12_substr_mg1655	Operon_743	1	7.462616822429907
Escherichia_coli_str_k_12_substr_mg1655	Operon_743	2	7.809278350515464
Escherichia_coli_str_k_12_substr_mg1655	Operon_743	3	7.576051779935275
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	1	7.613157894736842
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	2	7.635135135135135
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	3	7.579750346740638
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	4	7.546428571428572
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	5	7.619631901840491
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	6	7.608374384236453
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	7	7.261083743842365
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	8	7.365461847389558
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	9	7.437158469945355
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	10	7.644385026737968
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	11	7.692546583850931
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	12	7.6375
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	13	7.666666666666667
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	14	7.65553235908142
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	15	7.652078774617068
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	16	7.638709677419355
Escherichia_coli_str_k_12_substr_mg1655	Operon_745	17	7.622718052738337
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	1	7.550335570469799
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	2	7.30939226519337
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	3	7.3966666666666665
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	4	7.282312925170068
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	5	7.161290322580645
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	6	7.0625
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	7	7.067934782608695
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	8	6.969151670951157
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	9	7.078549848942598
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	10	7.218274111675127
Escherichia_coli_str_k_12_substr_mg1655	Operon_748	11	6.957104557640751
Escherichia_coli_str_k_12_substr_mg1655	Operon_753	1	7.637254901960785
Escherichia_coli_str_k_12_substr_mg1655	Operon_753	2	7.555984555984556
Escherichia_coli_str_k_12_substr_mg1655	Operon_753	3	7.715447154471545
