AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_003343245.1	141679	GCF_003343245.1	ASM334324v1	Photorhabdus laumondii subsp. laumondii (enterobacteria)	2218628	Photorhabdus laumondii	GCA_003343245.1GCF_003343245.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii
GCF_002119725.1	1416803	GCF_002119725.1	ASM211972v1	Bordetella genomosp. 9 (b-proteobacteria)	1416803	Bordetella genomosp. 9	GCA_002119725.1GCF_002119725.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella genomosp. 9
GCF_002119745.1	1416803	GCF_002119745.1	ASM211974v1	Bordetella genomosp. 9 (b-proteobacteria)	1416803	Bordetella genomosp. 9	GCA_002119745.1GCF_002119745.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella genomosp. 9
GCF_002119685.1	1416806	GCF_002119685.1	ASM211968v1	Bordetella genomosp. 8 (b-proteobacteria)	1416806	Bordetella genomosp. 8	GCA_002119685.1GCF_002119685.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella genomosp. 8
GCF_000590495.2	1416914	GCF_000590495.2	ASM59049v2	Pandoraea pnomenusa 3kgm (b-proteobacteria)	93220	Pandoraea pnomenusa	GCA_000590495.2GCF_000590495.2identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa
GCF_001019645.1	1416915	GCF_001019645.1	ASM101964v1	Aeromonas hydrophila NJ-35 (g-proteobacteria)	644	Aeromonas hydrophila	GCA_001019645.1GCF_001019645.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
GCF_003546665.1	1417985	GCF_003546665.1	ASM354666v1	Bacillus thuringiensis LM1212 (firmicutes)	1428	Bacillus thuringiensis	GCA_003546665.1GCF_003546665.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000635955.1	1418107	GCF_000635955.1	ASM63595v1	Aeromonas hydrophila pc104A (g-proteobacteria)	644	Aeromonas hydrophila	GCA_000635955.1GCF_000635955.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
GCF_000633175.1	1418110	GCF_000633175.1	ASM63317v1	Aeromonas hydrophila AL09-71 (g-proteobacteria)	644	Aeromonas hydrophila	GCA_000633175.1GCF_000633175.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
GCF_000819505.1	1419584	GCF_000819505.1	ASM81950v1	Aeromonas hydrophila J-1 (g-proteobacteria)	644	Aeromonas hydrophila	GCA_000819505.1GCF_000819505.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
GCF_003568645.1	142	GCF_003568645.1	ASM356864v1	Borrelia turicatae (spirochetes)	142	Borrelia turicatae	GCA_003568645.1GCF_003568645.1identical	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae
GCF_000598005.1	1420012	GCF_000598005.1	ASM59800v1	Klebsiella pneumoniae 30660/NJST258_1 (enterobacteria)	573	Klebsiella pneumoniae	GCA_000598005.1GCF_000598005.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GCF_000597905.1	1420013	GCF_000597905.1	ASM59790v1	Klebsiella pneumoniae 30684/NJST258_2 (enterobacteria)	573	Klebsiella pneumoniae	GCA_000597905.1GCF_000597905.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GCF_000828695.1	1420599	GCF_000828695.1	ASM82869v1	Pseudomonas protegens Cab57 (g-proteobacteria)	380021	Pseudomonas protegens	GCA_000828695.1GCF_000828695.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens
GCF_000829215.1	1420885	GCF_000829215.1	ASM82921v1	Vibrio cholerae MS6 (g-proteobacteria)	666	Vibrio cholerae	GCA_000829215.1GCF_000829215.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
GCF_000830985.1	1420916	GCF_000830985.1	ASM83098v1	Marinobacter similis (g-proteobacteria)	1420916	Marinobacter similis	GCA_000830985.1GCF_000830985.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter similis
GCF_000831005.1	1420917	GCF_000831005.1	ASM83100v1	Marinobacter salarius (g-proteobacteria)	1420917	Marinobacter salarius	GCA_000831005.1GCF_000831005.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salarius
GCF_002116735.1	1420917	GCF_002116735.1	ASM211673v1	Marinobacter salarius (g-proteobacteria)	1420917	Marinobacter salarius	GCA_002116735.1GCF_002116735.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salarius
GCF_003986605.1	1420917	GCF_003986605.1	ASM398660v1	Marinobacter salarius (g-proteobacteria)	1420917	Marinobacter salarius	GCA_003986605.1GCF_003986605.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salarius
GCF_001753205.1	1421	GCF_001753205.1	ASM175320v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_001753205.1GCF_001753205.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_004101885.1	1421	GCF_004101885.1	ASM410188v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_004101885.1GCF_004101885.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_001629735.1	1421	GCF_001629735.1	ASM162973v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_001629735.1GCF_001629735.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_001598075.1	1421	GCF_001598075.1	ASM159807v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_001598075.1GCF_001598075.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_002982115.1	1421	GCF_002982115.1	ASM298211v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_002982115.1GCF_002982115.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_001581875.1	1421	GCF_001581875.1	ASM158187v1	Lysinibacillus sphaericus (firmicutes)	1421	Lysinibacillus sphaericus	GCA_001581875.1GCF_001581875.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
GCF_000632395.1	1421338	GCF_000632395.1	ASM63239v1	Enterobacter asburiae L1 (enterobacteria)	61645	Enterobacter asburiae	GCA_000632395.1GCF_000632395.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
GCF_000691545.1	1421551	GCF_000691545.1	ASM69154v1	Borreliella garinii SZ (spirochetes)	29519	Borreliella garinii	GCA_000691545.1GCF_000691545.1identical	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii
GCF_002300135.1	1422	GCF_002300135.1	ASM230013v1	Geobacillus stearothermophilus (firmicutes)	1422	Geobacillus stearothermophilus	GCA_002300135.1GCF_002300135.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus
GCF_005160425.1	1423	GCF_005160425.1	ASM516042v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_005160425.1GCF_005160425.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_006364495.1	1423	GCF_006364495.1	ASM636449v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_006364495.1GCF_006364495.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119615.1	1423	GCF_004119615.1	ASM411961v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119615.1GCF_004119615.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001015095.1	1423	GCF_001015095.1	ASM101509v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001015095.1GCF_001015095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001889625.1	1423	GCF_001889625.1	ASM188962v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001889625.1GCF_001889625.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119675.1	1423	GCF_004119675.1	ASM411967v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119675.1GCF_004119675.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119715.1	1423	GCF_004119715.1	ASM411971v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119715.1GCF_004119715.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119875.1	1423	GCF_004119875.1	ASM411987v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119875.1GCF_004119875.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_003184225.1	1423	GCF_003184225.1	ASM318422v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_003184225.1GCF_003184225.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002055965.1	1423	GCF_002055965.1	ASM205596v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002055965.1GCF_002055965.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_003148355.1	1423	GCF_003148355.1	ASM314835v2	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_003148355.2GCF_003148355.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119595.1	1423	GCF_004119595.1	ASM411959v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119595.1GCF_004119595.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002216085.1	1423	GCF_002216085.1	ASM221608v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002216085.1GCF_002216085.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_003612735.1	1423	GCF_003612735.1	ASM361273v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_003612735.1GCF_003612735.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119655.1	1423	GCF_004119655.1	ASM411965v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119655.1GCF_004119655.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119695.1	1423	GCF_004119695.1	ASM411969v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119695.1GCF_004119695.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001704095.1	1423	GCF_001704095.1	ASM170409v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001704095.1GCF_001704095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119555.1	1423	GCF_004119555.1	ASM411955v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119555.1GCF_004119555.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002982175.1	1423	GCF_002982175.1	ASM298217v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002982175.1GCF_002982175.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002269175.1	1423	GCF_002269175.1	ASM226917v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002269175.1GCF_002269175.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_003610955.1	1423	GCF_003610955.1	ASM361095v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_003610955.1GCF_003610955.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001808235.1	1423	GCF_001808235.1	ASM180823v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001808235.1GCF_001808235.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001889385.1	1423	GCF_001889385.1	ASM188938v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001889385.1GCF_001889385.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002290305.1	1423	GCF_002290305.1	ASM229030v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002290305.1GCF_002290305.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001902555.1	1423	GCF_001902555.1	ASM190255v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001902555.1GCF_001902555.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000789295.1	1423	GCF_000789295.1	ASM78929v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000789295.1GCF_000789295.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002096095.1	1423	GCF_002096095.1	ASM209609v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002096095.1GCF_002096095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002893805.1	1423	GCF_002893805.1	ASM289380v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002893805.1GCF_002893805.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004103555.1	1423	GCF_004103555.1	ASM410355v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004103555.1GCF_004103555.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004103535.1	1423	GCF_004103535.1	ASM410353v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004103535.1GCF_004103535.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101465.1	1423	GCF_004101465.1	ASM410146v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101465.1GCF_004101465.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101485.1	1423	GCF_004101485.1	ASM410148v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101485.1GCF_004101485.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101345.1	1423	GCF_004101345.1	ASM410134v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101345.1GCF_004101345.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119835.1	1423	GCF_004119835.1	ASM411983v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119835.1GCF_004119835.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001604995.1	1423	GCF_001604995.1	ASM160499v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001604995.1GCF_001604995.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004103595.1	1423	GCF_004103595.1	ASM410359v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004103595.1GCF_004103595.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002269195.1	1423	GCF_002269195.1	ASM226919v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002269195.1GCF_002269195.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001890405.1	1423	GCF_001890405.1	ASM189040v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001890405.1GCF_001890405.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119535.1	1423	GCF_004119535.1	ASM411953v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119535.1GCF_004119535.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101405.1	1423	GCF_004101405.1	ASM410140v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101405.1GCF_004101405.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002142595.1	1423	GCF_002142595.1	ASM214259v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002142595.1GCF_002142595.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101425.1	1423	GCF_004101425.1	ASM410142v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101425.1GCF_004101425.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_005234095.1	1423	GCF_005234095.1	ASM523409v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_005234095.1GCF_005234095.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002163815.1	1423	GCF_002163815.1	ASM216381v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002163815.1GCF_002163815.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119815.1	1423	GCF_004119815.1	ASM411981v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119815.1GCF_004119815.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101565.1	1423	GCF_004101565.1	ASM410156v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101565.1GCF_004101565.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119635.1	1423	GCF_004119635.1	ASM411963v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119635.1GCF_004119635.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002072735.1	1423	GCF_002072735.1	ASM207273v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002072735.1GCF_002072735.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_006165085.1	1423	GCF_006165085.1	ASM616508v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_006165085.1GCF_006165085.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001037985.1	1423	GCF_001037985.1	ASM103798v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001037985.1GCF_001037985.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001746575.1	1423	GCF_001746575.1	ASM174657v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001746575.1GCF_001746575.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101365.1	1423	GCF_004101365.1	ASM410136v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101365.1GCF_004101365.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101445.1	1423	GCF_004101445.1	ASM410144v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101445.1GCF_004101445.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001747445.1	1423	GCF_001747445.1	ASM174744v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001747445.1GCF_001747445.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000772125.1	1423	GCF_000772125.1	ASM77212v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000772125.1GCF_000772125.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000772205.1	1423	GCF_000772205.1	ASM77220v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000772205.1GCF_000772205.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_001720505.1	1423	GCF_001720505.1	ASM172050v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_001720505.1GCF_001720505.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004119775.1	1423	GCF_004119775.1	ASM411977v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004119775.1GCF_004119775.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000953615.1	1423	GCF_000953615.1	BS49Ch	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000953615.1GCF_000953615.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000782835.1	1423	GCF_000782835.1	ASM78283v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000782835.1GCF_000782835.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_004101945.1	1423	GCF_004101945.1	ASM410194v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_004101945.1GCF_004101945.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_002202055.1	1423	GCF_002202055.1	ASM220205v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_002202055.1GCF_002202055.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000772165.1	1423	GCF_000772165.1	ASM77216v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_000772165.1GCF_000772165.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_005849145.1	1423	GCF_005849145.1	ASM584914v1	Bacillus subtilis (firmicutes)	1423	Bacillus subtilis	GCA_005849145.1GCF_005849145.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
GCF_000685725.1	1423138	GCF_000685725.1	ASM68572v1	Bacillus velezensis SQR9 (firmicutes)	492670	Bacillus velezensis	GCA_000685725.1GCF_000685725.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
GCF_001721165.1	1423143	GCF_001721165.1	ASM172116v1	Bacillus thuringiensis Bt18247 (firmicutes)	1428	Bacillus thuringiensis	GCA_001721165.1GCF_001721165.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000511385.1	1423144	GCF_000511385.1	ASM51138v1	Phaeobacter gallaeciensis DSM 26640 (a-proteobacteria)	60890	Phaeobacter gallaeciensis	GCA_000511385.1GCF_000511385.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
GCF_002849895.1	1423720	GCF_002849895.1	ASM284989v1	Lactobacillus alimentarius DSM 20249 (firmicutes)	1602	Lactobacillus alimentarius	GCA_002849895.1GCF_002849895.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus alimentarius
GCF_001936335.1	1423721	GCF_001936335.1	ASM193633v1	Lactobacillus amylophilus DSM 20533 = JCM 1125 (firmicutes)	1603	Lactobacillus amylophilus	GCA_001936335.1GCF_001936335.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylophilus
GCF_002706375.1	1423723	GCF_002706375.1	ASM270637v1	Lactobacillus amylovorus DSM 20531 (firmicutes)	1604	Lactobacillus amylovorus	GCA_002706375.1GCF_002706375.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
GCF_900015005.1	1423778	GCF_900015005.1	Lactobacillus oligofermentans LMG 22743 genome	Lactobacillus oligofermentans DSM 15707 = LMG 22743 (firmicutes)	293371	Lactobacillus oligofermentans	GCA_900015005.1GCF_900015005.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus oligofermentans
GCF_002706705.1	1423822	GCF_002706705.1	ASM270670v1	Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535 (firmicutes)	1610	Lactobacillus coryniformis	GCA_002706705.1GCF_002706705.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis
