Position	Element	Mean	Lower	Upper	Genome
140	Hydrogen bonds	7.57514450867052	7.53963666391412	7.61107555739059	GCF_000005845.2_ASM584v2
141	GC content	1.59413707679604	1.55654417836499	1.63005780346821	GCF_000005845.2_ASM584v2
141	Hydrogen bonds	7.59413707679604	7.55655450041288	7.6300681255161	GCF_000005845.2_ASM584v2
142	GC content	1.56317093311313	1.52434971098266	1.59786333608588	GCF_000005845.2_ASM584v2
142	Hydrogen bonds	7.56317093311313	7.52682700247729	7.5991019818332	GCF_000005845.2_ASM584v2
143	GC content	1.57720891824938	1.54045210569777	1.61190132122213	GCF_000005845.2_ASM584v2
143	Hydrogen bonds	7.57720891824938	7.53838769611891	7.6168559042114	GCF_000005845.2_ASM584v2
144	GC content	1.5784475639967	1.54045210569777	1.61436829066887	GCF_000005845.2_ASM584v2
144	Hydrogen bonds	7.5784475639967	7.54001857968621	7.61437861271676	GCF_000005845.2_ASM584v2
145	GC content	1.58546655656482	1.54416804293972	1.62346201486375	GCF_000005845.2_ASM584v2
145	Hydrogen bonds	7.58546655656482	7.54830718414533	7.62221304706854	GCF_000005845.2_ASM584v2
146	GC content	1.58835672997523	1.55281791907514	1.62592898431049	GCF_000005845.2_ASM584v2
146	Hydrogen bonds	7.58835672997523	7.55159991742362	7.62221304706854	GCF_000005845.2_ASM584v2
147	GC content	1.6242774566474	1.58709744013212	1.66309867877787	GCF_000005845.2_ASM584v2
147	Hydrogen bonds	7.6242774566474	7.58753096614368	7.66184971098266	GCF_000005845.2_ASM584v2
148	GC content	1.58381502890173	1.54665565648225	1.62016928158547	GCF_000005845.2_ASM584v2
148	Hydrogen bonds	7.58381502890173	7.55034062758051	7.62015895953757	GCF_000005845.2_ASM584v2
149	GC content	1.59785301403799	1.56151940545004	1.63377374071016	GCF_000005845.2_ASM584v2
149	Hydrogen bonds	7.59785301403798	7.55821635012386	7.6345995045417	GCF_000005845.2_ASM584v2
150	GC content	1.5532617671346	1.51815648224608	1.59001857968621	GCF_000005845.2_ASM584v2
150	Hydrogen bonds	7.5532617671346	7.51692815854666	7.59042113955409	GCF_000005845.2_ASM584v2
151	GC content	1.61890999174236	1.58340214698596	1.65689512799339	GCF_000005845.2_ASM584v2
151	Hydrogen bonds	7.61890999174236	7.58339182493807	7.65441783649876	GCF_000005845.2_ASM584v2
152	GC content	1.55986787778695	1.52559867877787	1.59663501238646	GCF_000005845.2_ASM584v2
152	Hydrogen bonds	7.55986787778695	7.52393682906689	7.59579892650702	GCF_000005845.2_ASM584v2
153	GC content	1.57225433526012	1.53509496284063	1.60818538398018	GCF_000005845.2_ASM584v2
153	Hydrogen bonds	7.57225433526012	7.53714905037159	7.60777250206441	GCF_000005845.2_ASM584v2
154	GC content	1.57431874483898	1.54127786952931	1.61065235342692	GCF_000005845.2_ASM584v2
154	Hydrogen bonds	7.57431874483898	7.5383980181668	7.60983691164327	GCF_000005845.2_ASM584v2
155	GC content	1.55243600330306	1.51733071841453	1.58919281585467	GCF_000005845.2_ASM584v2
155	Hydrogen bonds	7.55243600330306	7.51686622625929	7.58754128819158	GCF_000005845.2_ASM584v2
156	GC content	1.56853839801817	1.53425887696119	1.60734929810074	GCF_000005845.2_ASM584v2
156	Hydrogen bonds	7.56853839801817	7.53014037985136	7.60735962014864	GCF_000005845.2_ASM584v2
157	GC content	1.5710156895128	1.53672584640793	1.60902146985962	GCF_000005845.2_ASM584v2
157	Hydrogen bonds	7.5710156895128	7.53632328654005	7.60735962014864	GCF_000005845.2_ASM584v2
158	GC content	1.588769611891	1.55202312138728	1.6255470685384	GCF_000005845.2_ASM584v2
158	Hydrogen bonds	7.588769611891	7.5532617671346	7.62592898431049	GCF_000005845.2_ASM584v2
159	GC content	1.5710156895128	1.53382535094963	1.60694673823287	GCF_000005845.2_ASM584v2
159	Hydrogen bonds	7.5710156895128	7.53714905037159	7.60902146985962	GCF_000005845.2_ASM584v2
160	GC content	1.57803468208092	1.54087530966144	1.61808422791082	GCF_000005845.2_ASM584v2
160	Hydrogen bonds	7.57803468208092	7.54335260115607	7.61233484723369	GCF_000005845.2_ASM584v2
161	GC content	1.59578860445912	1.55780346820809	1.62841659785301	GCF_000005845.2_ASM584v2
161	Hydrogen bonds	7.59578860445912	7.5577931461602	7.63336085879438	GCF_000005845.2_ASM584v2
162	GC content	1.64739884393064	1.61065235342692	1.68291701073493	GCF_000005845.2_ASM584v2
162	Hydrogen bonds	7.64739884393064	7.61271676300578	7.68290668868704	GCF_000005845.2_ASM584v2
163	GC content	1.59207266721718	1.55366432700248	1.62675474814203	GCF_000005845.2_ASM584v2
163	Hydrogen bonds	7.59207266721718	7.55529521056978	7.62718827415359	GCF_000005845.2_ASM584v2
164	GC content	1.56110652353427	1.52146985962015	1.59827621800165	GCF_000005845.2_ASM584v2
164	Hydrogen bonds	7.56110652353427	7.52393682906689	7.60117671345995	GCF_000005845.2_ASM584v2
165	GC content	1.57597027250206	1.54085466556565	1.61147811725846	GCF_000005845.2_ASM584v2
165	Hydrogen bonds	7.57597027250206	7.53715937241949	7.61560693641619	GCF_000005845.2_ASM584v2
166	GC content	1.59000825763832	1.54913294797688	1.62759083402147	GCF_000005845.2_ASM584v2
166	Hydrogen bonds	7.59000825763832	7.55283856317093	7.62799339388935	GCF_000005845.2_ASM584v2
167	GC content	1.57803468208092	1.54252683732453	1.61436829066887	GCF_000005845.2_ASM584v2
167	Hydrogen bonds	7.57803468208092	7.54335260115607	7.6139554087531	GCF_000005845.2_ASM584v2
168	GC content	1.532617671346	1.49793559042114	1.56895127993394	GCF_000005845.2_ASM584v2
168	Hydrogen bonds	7.53261767134599	7.4970995045417	7.56812551610239	GCF_000005845.2_ASM584v2
169	GC content	1.60528488852188	1.56729975227085	1.63956440957886	GCF_000005845.2_ASM584v2
169	Hydrogen bonds	7.60528488852188	7.5710053674649	7.63831544178365	GCF_000005845.2_ASM584v2
170	GC content	1.59289843104872	1.55780346820809	1.62841659785301	GCF_000005845.2_ASM584v2
170	Hydrogen bonds	7.59289843104872	7.55903179190751	7.62634186622626	GCF_000005845.2_ASM584v2
171	GC content	1.59083402146986	1.55367464905037	1.62678571428571	GCF_000005845.2_ASM584v2
171	Hydrogen bonds	7.59083402146986	7.55283856317093	7.62964492155244	GCF_000005845.2_ASM584v2
172	GC content	1.55408753096614	1.51692815854666	1.59248554913295	GCF_000005845.2_ASM584v2
172	Hydrogen bonds	7.55408753096614	7.51609207266722	7.5916701073493	GCF_000005845.2_ASM584v2
173	GC content	1.62675474814203	1.58918249380677	1.66144715111478	GCF_000005845.2_ASM584v2
173	Hydrogen bonds	7.62675474814203	7.58918249380677	7.66227291494633	GCF_000005845.2_ASM584v2
174	GC content	1.57762180016515	1.53962634186623	1.61272708505367	GCF_000005845.2_ASM584v2
174	Hydrogen bonds	7.57762180016515	7.54045210569777	7.61519405450041	GCF_000005845.2_ASM584v2
175	GC content	1.57514450867052	1.5383980181668	1.61437861271676	GCF_000005845.2_ASM584v2
175	Hydrogen bonds	7.57514450867052	7.54168042939719	7.6139554087531	GCF_000005845.2_ASM584v2
176	GC content	1.58009909165979	1.5429293971924	1.61478117258464	GCF_000005845.2_ASM584v2
176	Hydrogen bonds	7.58009909165979	7.54500412881916	7.61644302229562	GCF_000005845.2_ASM584v2
177	GC content	1.57225433526012	1.53633360858794	1.60861890999174	GCF_000005845.2_ASM584v2
177	Hydrogen bonds	7.57225433526012	7.53509496284063	7.61271676300578	GCF_000005845.2_ASM584v2
178	GC content	1.60033030553262	1.56356317093311	1.63792320396367	GCF_000005845.2_ASM584v2
178	Hydrogen bonds	7.60033030553262	7.56109620148638	7.63583815028902	GCF_000005845.2_ASM584v2
179	GC content	1.58216350123865	1.54540668868704	1.61726878612717	GCF_000005845.2_ASM584v2
179	Hydrogen bonds	7.58216350123865	7.54459124690339	7.61768166804294	GCF_000005845.2_ASM584v2
180	GC content	1.57927332782824	1.54251651527663	1.61603014037985	GCF_000005845.2_ASM584v2
180	Hydrogen bonds	7.57927332782824	7.5429397192403	7.61520437654831	GCF_000005845.2_ASM584v2
181	GC content	1.56647398843931	1.5297171758877	1.60198183319571	GCF_000005845.2_ASM584v2
181	Hydrogen bonds	7.56647398843931	7.52642444260941	7.60445912469034	GCF_000005845.2_ASM584v2
182	GC content	1.61973575557391	1.58339182493807	1.65566680429397	GCF_000005845.2_ASM584v2
182	Hydrogen bonds	7.61973575557391	7.58338150289017	7.65607968620974	GCF_000005845.2_ASM584v2
183	GC content	1.54252683732453	1.50495458298926	1.57763212221305	GCF_000005845.2_ASM584v2
183	Hydrogen bonds	7.54252683732452	7.50699834847234	7.57598059454996	GCF_000005845.2_ASM584v2
184	GC content	1.56440957886045	1.52764244426094	1.59951486374897	GCF_000005845.2_ASM584v2
184	Hydrogen bonds	7.56440957886045	7.52725020644096	7.59995871180842	GCF_000005845.2_ASM584v2
185	GC content	1.60115606936416	1.56482246077622	1.63792320396367	GCF_000005845.2_ASM584v2
185	Hydrogen bonds	7.60115606936416	7.56523534269199	7.63914120561519	GCF_000005845.2_ASM584v2
186	GC content	1.57308009909166	1.53880057803468	1.60693641618497	GCF_000005845.2_ASM584v2
186	Hydrogen bonds	7.57308009909166	7.53674649050372	7.61190132122213	GCF_000005845.2_ASM584v2
187	GC content	1.56812551610239	1.53179190751445	1.60445912469034	GCF_000005845.2_ASM584v2
187	Hydrogen bonds	7.56812551610239	7.5297068538398	7.60529521056978	GCF_000005845.2_ASM584v2
188	GC content	1.56812551610239	1.53136870355078	1.60281791907514	GCF_000005845.2_ASM584v2
188	Hydrogen bonds	7.56812551610239	7.52930429397192	7.604882328654	GCF_000005845.2_ASM584v2
189	GC content	1.57555739058629	1.53963666391412	1.61066267547481	GCF_000005845.2_ASM584v2
189	Hydrogen bonds	7.57555739058629	7.53673616845582	7.61354252683732	GCF_000005845.2_ASM584v2
190	GC content	1.59950454170107	1.56271676300578	1.63502270850537	GCF_000005845.2_ASM584v2
190	Hydrogen bonds	7.59950454170107	7.56356317093311	7.63501238645747	GCF_000005845.2_ASM584v2
191	GC content	1.59578860445912	1.55944467382329	1.63130677126342	GCF_000005845.2_ASM584v2
191	Hydrogen bonds	7.59578860445912	7.55491329479769	7.63088356729975	GCF_000005845.2_ASM584v2
192	GC content	1.57597027250206	1.54004954582989	1.61065235342692	GCF_000005845.2_ASM584v2
192	Hydrogen bonds	7.57597027250206	7.54087530966144	7.6123142031379	GCF_000005845.2_ASM584v2
193	GC content	1.59000825763832	1.55530553261767	1.62718827415359	GCF_000005845.2_ASM584v2
193	Hydrogen bonds	7.59000825763832	7.55572873658134	7.62592898431049	GCF_000005845.2_ASM584v2
194	GC content	1.57184145334434	1.53633360858794	1.60858794384806	GCF_000005845.2_ASM584v2
194	Hydrogen bonds	7.57184145334434	7.53632328654005	7.60818538398018	GCF_000005845.2_ASM584v2
195	GC content	1.57184145334434	1.53425887696119	1.60817506193229	GCF_000005845.2_ASM584v2
195	Hydrogen bonds	7.57184145334434	7.53592072667217	7.60404624277457	GCF_000005845.2_ASM584v2
196	GC content	1.57431874483898	1.53881090008258	1.6094137076796	GCF_000005845.2_ASM584v2
196	Hydrogen bonds	7.57431874483898	7.53881090008258	7.6094240297275	GCF_000005845.2_ASM584v2
197	GC content	1.60115606936416	1.56275805119736	1.63748967795211	GCF_000005845.2_ASM584v2
197	Hydrogen bonds	7.60115606936416	7.56399669694467	7.63336085879438	GCF_000005845.2_ASM584v2
198	GC content	1.56193228736581	1.52476259289843	1.59952518579686	GCF_000005845.2_ASM584v2
198	Hydrogen bonds	7.56193228736581	7.52393682906689	7.59992774566474	GCF_000005845.2_ASM584v2
199	GC content	1.57266721717589	1.53674649050372	1.60777250206441	GCF_000005845.2_ASM584v2
199	Hydrogen bonds	7.57266721717589	7.53426919900908	7.60900082576383	GCF_000005845.2_ASM584v2
200	GC content	1.6271676300578	1.59123658133774	1.66350123864575	GCF_000005845.2_ASM584v2
200	Hydrogen bonds	7.6271676300578	7.5916597853014	7.66433732452519	GCF_000005845.2_ASM584v2
201	GC content	1.55450041288192	1.51815648224608	1.59084434351775	GCF_000005845.2_ASM584v2
201	Hydrogen bonds	7.55450041288192	7.51857968620974	7.59126754748142	GCF_000005845.2_ASM584v2
202	GC content	1.58753096614368	1.55159991742362	1.6226465730801	GCF_000005845.2_ASM584v2
202	Hydrogen bonds	7.58753096614368	7.55201279933939	7.62593930635838	GCF_000005845.2_ASM584v2
203	GC content	1.56688687035508	1.52847853014038	1.60280759702725	GCF_000005845.2_ASM584v2
203	Hydrogen bonds	7.56688687035508	7.52931461601982	7.60570809248555	GCF_000005845.2_ASM584v2
204	GC content	1.5813377374071	1.54374483897605	1.61892031379026	GCF_000005845.2_ASM584v2
204	Hydrogen bonds	7.5813377374071	7.54417836498761	7.61849710982659	GCF_000005845.2_ASM584v2
205	GC content	1.57968620974401	1.5429293971924	1.61520437654831	GCF_000005845.2_ASM584v2
205	Hydrogen bonds	7.57968620974401	7.54497316267548	7.61520437654831	GCF_000005845.2_ASM584v2
206	GC content	1.55532617671346	1.51816680429397	1.59372419488026	GCF_000005845.2_ASM584v2
206	Hydrogen bonds	7.55532617671346	7.51774360033031	7.59248554913295	GCF_000005845.2_ASM584v2
207	GC content	1.56275805119736	1.52642444260941	1.59991742361685	GCF_000005845.2_ASM584v2
207	Hydrogen bonds	7.56275805119736	7.52642444260941	7.59827621800165	GCF_000005845.2_ASM584v2
208	GC content	1.56028075970273	1.52353426919901	1.59702725020644	GCF_000005845.2_ASM584v2
208	Hydrogen bonds	7.56028075970273	7.52352394715111	7.59786333608588	GCF_000005845.2_ASM584v2
209	GC content	1.62262592898431	1.5858691164327	1.65979562345169	GCF_000005845.2_ASM584v2
209	Hydrogen bonds	7.62262592898431	7.58464079273328	7.65690545004129	GCF_000005845.2_ASM584v2
210	GC content	1.55697770437655	1.52023121387283	1.59208298926507	GCF_000005845.2_ASM584v2
210	Hydrogen bonds	7.55697770437655	7.51981833195706	7.59454995871181	GCF_000005845.2_ASM584v2
211	GC content	1.55862923203964	1.52105697770438	1.59413707679604	GCF_000005845.2_ASM584v2
211	Hydrogen bonds	7.55862923203964	7.52187241948803	7.59662469033856	GCF_000005845.2_ASM584v2
212	GC content	1.55656482246078	1.5177539223782	1.59083402146986	GCF_000005845.2_ASM584v2
212	Hydrogen bonds	7.55656482246078	7.51981833195706	7.59496284062758	GCF_000005845.2_ASM584v2
213	GC content	1.57720891824938	1.53880057803468	1.61436829066887	GCF_000005845.2_ASM584v2
213	Hydrogen bonds	7.57720891824938	7.54085466556565	7.61354252683732	GCF_000005845.2_ASM584v2
214	GC content	1.56523534269199	1.52723988439306	1.59828654004955	GCF_000005845.2_ASM584v2
214	Hydrogen bonds	7.56523534269199	7.52641412056152	7.60241535920727	GCF_000005845.2_ASM584v2
215	GC content	1.54252683732453	1.50577002477292	1.57597027250206	GCF_000005845.2_ASM584v2
215	Hydrogen bonds	7.54252683732452	7.50618290668869	7.5813377374071	GCF_000005845.2_ASM584v2
216	GC content	1.58794384805945	1.55366432700248	1.62510322047894	GCF_000005845.2_ASM584v2
216	Hydrogen bonds	7.58794384805945	7.55407720891825	7.62551610239472	GCF_000005845.2_ASM584v2
217	GC content	1.56317093311313	1.52146985962015	1.60157927332783	GCF_000005845.2_ASM584v2
217	Hydrogen bonds	7.56317093311313	7.52559867877787	7.60239471511148	GCF_000005845.2_ASM584v2
218	GC content	1.54748142031379	1.51320189925681	1.58382535094963	GCF_000005845.2_ASM584v2
218	Hydrogen bonds	7.54748142031379	7.51154004954583	7.58218414533443	GCF_000005845.2_ASM584v2
219	GC content	1.60156895127993	1.56398637489678	1.63542526837325	GCF_000005845.2_ASM584v2
219	Hydrogen bonds	7.60156895127993	7.56316061106524	7.63754128819158	GCF_000005845.2_ASM584v2
220	GC content	1.56729975227085	1.52930429397192	1.60363336085879	GCF_000005845.2_ASM584v2
220	Hydrogen bonds	7.56729975227085	7.53344343517754	7.60571841453344	GCF_000005845.2_ASM584v2
221	GC content	1.55078447563997	1.5148637489678	1.58754128819158	GCF_000005845.2_ASM584v2
221	Hydrogen bonds	7.55078447563997	7.51526630883567	7.58959537572254	GCF_000005845.2_ASM584v2
222	GC content	1.55284888521883	1.51567919075144	1.59124690338563	GCF_000005845.2_ASM584v2
222	Hydrogen bonds	7.55284888521883	7.51692815854666	7.58795417010735	GCF_000005845.2_ASM584v2
223	GC content	1.57679603633361	1.53963666391412	1.61519405450041	GCF_000005845.2_ASM584v2
223	Hydrogen bonds	7.57679603633361	7.540039223782	7.61560693641619	GCF_000005845.2_ASM584v2
224	GC content	1.60074318744839	1.56563790255987	1.63667423616846	GCF_000005845.2_ASM584v2
224	Hydrogen bonds	7.60074318744839	7.56606110652353	7.63832576383154	GCF_000005845.2_ASM584v2
225	GC content	1.57638315441784	1.53963666391412	1.61023947151115	GCF_000005845.2_ASM584v2
225	Hydrogen bonds	7.57638315441784	7.54250619322874	7.60983691164327	GCF_000005845.2_ASM584v2
226	GC content	1.55408753096614	1.51857968620974	1.59248554913295	GCF_000005845.2_ASM584v2
226	Hydrogen bonds	7.55408753096614	7.51526630883567	7.58835672997523	GCF_000005845.2_ASM584v2
227	GC content	1.57597027250206	1.53838769611891	1.6123142031379	GCF_000005845.2_ASM584v2
227	Hydrogen bonds	7.57597027250206	7.54251651527663	7.61272708505367	GCF_000005845.2_ASM584v2
228	GC content	1.56606110652353	1.5297171758877	1.60117671345995	GCF_000005845.2_ASM584v2
228	Hydrogen bonds	7.56606110652353	7.52641412056152	7.60156895127993	GCF_000005845.2_ASM584v2
229	GC content	1.57142857142857	1.53385631709331	1.60858794384806	GCF_000005845.2_ASM584v2
229	Hydrogen bonds	7.57142857142857	7.53385631709331	7.60694673823286	GCF_000005845.2_ASM584v2
230	GC content	1.5813377374071	1.54665565648225	1.61480181668043	GCF_000005845.2_ASM584v2
230	Hydrogen bonds	7.5813377374071	7.54416804293972	7.61438893476466	GCF_000005845.2_ASM584v2
231	GC content	1.59000825763832	1.55821635012386	1.62511354252684	GCF_000005845.2_ASM584v2
231	Hydrogen bonds	7.59000825763832	7.55202312138728	7.62635218827415	GCF_000005845.2_ASM584v2
232	GC content	1.57720891824938	1.540039223782	1.61354252683732	GCF_000005845.2_ASM584v2
232	Hydrogen bonds	7.57720891824938	7.54335260115607	7.6123142031379	GCF_000005845.2_ASM584v2
233	GC content	1.56564822460776	1.52642444260941	1.60363336085879	GCF_000005845.2_ASM584v2
233	Hydrogen bonds	7.56564822460776	7.52806564822461	7.60280759702725	GCF_000005845.2_ASM584v2
234	GC content	1.61725846407927	1.58215317919075	1.65154830718415	GCF_000005845.2_ASM584v2
234	Hydrogen bonds	7.61725846407927	7.58049132947977	7.65360239471511	GCF_000005845.2_ASM584v2
235	GC content	1.56482246077622	1.52930429397192	1.60322047894302	GCF_000005845.2_ASM584v2
235	Hydrogen bonds	7.56482246077622	7.52930429397192	7.60034062758051	GCF_000005845.2_ASM584v2
236	GC content	1.61312964492155	1.57594962840628	1.64905037159372	GCF_000005845.2_ASM584v2
236	Hydrogen bonds	7.61312964492155	7.57678571428572	7.65153798513625	GCF_000005845.2_ASM584v2
237	GC content	1.58587943848059	1.54748142031379	1.62139760528489	GCF_000005845.2_ASM584v2
237	Hydrogen bonds	7.58587943848059	7.54995871180842	7.62262592898431	GCF_000005845.2_ASM584v2
238	GC content	1.58298926507019	1.54623245251858	1.62138728323699	GCF_000005845.2_ASM584v2
238	Hydrogen bonds	7.58298926507019	7.54541701073493	7.61890999174236	GCF_000005845.2_ASM584v2
239	GC content	1.58794384805945	1.55366432700248	1.62428777869529	GCF_000005845.2_ASM584v2
239	Hydrogen bonds	7.58794384805945	7.55076383154418	7.62262592898431	GCF_000005845.2_ASM584v2
240	GC content	1.57431874483898	1.53548720066061	1.61149876135425	GCF_000005845.2_ASM584v2
240	Hydrogen bonds	7.57431874483898	7.53797481420314	7.60859826589595	GCF_000005845.2_ASM584v2
241	GC content	1.58340214698596	1.54665565648225	1.61933319570603	GCF_000005845.2_ASM584v2
241	Hydrogen bonds	7.58340214698596	7.54704789430223	7.61853839801817	GCF_000005845.2_ASM584v2
242	GC content	1.54665565648225	1.51113748967795	1.58258670520231	GCF_000005845.2_ASM584v2
242	Hydrogen bonds	7.54665565648225	7.51071428571429	7.58464079273328	GCF_000005845.2_ASM584v2
243	GC content	1.57720891824938	1.53919281585467	1.61355284888522	GCF_000005845.2_ASM584v2
243	Hydrogen bonds	7.57720891824938	7.5429293971924	7.61646366639141	GCF_000005845.2_ASM584v2
244	GC content	1.55450041288192	1.51816680429397	1.59249587118084	GCF_000005845.2_ASM584v2
244	Hydrogen bonds	7.55450041288192	7.51401734104046	7.58754128819158	GCF_000005845.2_ASM584v2
245	GC content	1.60033030553262	1.56481213872832	1.63915152766309	GCF_000005845.2_ASM584v2
245	Hydrogen bonds	7.60033030553262	7.56482246077622	7.63748967795211	GCF_000005845.2_ASM584v2
246	GC content	1.59372419488026	1.55776218001652	1.6317093311313	GCF_000005845.2_ASM584v2
246	Hydrogen bonds	7.59372419488026	7.5577931461602	7.63088356729975	GCF_000005845.2_ASM584v2
247	GC content	1.56606110652353	1.53014037985136	1.60156895127993	GCF_000005845.2_ASM584v2
247	Hydrogen bonds	7.56606110652353	7.5297171758877	7.60364368290669	GCF_000005845.2_ASM584v2
248	GC content	1.5739058629232	1.5400289017341	1.60776218001652	GCF_000005845.2_ASM584v2
248	Hydrogen bonds	7.5739058629232	7.53592072667217	7.60902146985962	GCF_000005845.2_ASM584v2
249	GC content	1.58298926507019	1.54870974401321	1.62303881090008	GCF_000005845.2_ASM584v2
249	Hydrogen bonds	7.58298926507019	7.54952518579686	7.61892031379026	GCF_000005845.2_ASM584v2
250	GC content	1.55284888521883	1.51733071841453	1.59042113955409	GCF_000005845.2_ASM584v2
250	Hydrogen bonds	7.55284888521883	7.51650495458299	7.59042113955409	GCF_000005845.2_ASM584v2
