Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost
Unsuccessful	GCF_000315645.1_PdigPd1_v1	Hydrogen bonds	7.59323454844803	NA	7.50930375847197	-425.570203714499	-438.021529857959	NA	-420.37996401423	-430.236170307555	NA	NA	NA	NA
Successful	GCF_000315875.1_ASM31587v1	Hydrogen bonds	7.25364408292197	-0.00694207834145391	7.20090578948111	-433.328043441109	-468.311407956628	-466.842009023719	-428.13780374084	-460.526048406224	-456.461529623181	1.93939044095144e-74	0.560950487359195	1.51733399949351e-198
Unsuccessful	GCF_000315915.1_ASM31591v1	Hydrogen bonds	7.04254430425732	NA	6.97331808652563	-417.189144351755	-465.21822157492	NA	-411.998904651486	-457.432862024516	NA	NA	NA	NA
Unsuccessful	GCF_000320565.1_Septoria_musiva_SO2202_v1.0	Hydrogen bonds	7.66211369890412	NA	7.61442995372318	-367.297464072251	-434.533468797239	NA	-362.107224371982	-426.748109246835	NA	NA	NA	NA
Unsuccessful	GCF_000320585.1_Heterobasidion_irregulare_v2.0	Hydrogen bonds	7.67068609381865	NA	7.61529759832927	-554.875473129454	-553.102327760602	NA	-549.685233429185	-545.316968210199	NA	NA	NA	NA
Unsuccessful	GCF_000320785.1_RHOziaDV1.0	Hydrogen bonds	7.89838990633769	NA	7.85586718651742	-377.802731652583	-477.441008223794	NA	-372.612491952314	-469.65564867339	NA	NA	NA	NA
Unsuccessful	GCF_000328475.2_Umaydis521_2.0	Hydrogen bonds	7.67677103519119	NA	7.58468291206296	-369.536726595516	-399.752716191024	NA	-364.346486895247	-391.96735664062	NA	NA	NA	NA
Unsuccessful	GCF_000338955.1_Bauco1	Hydrogen bonds	7.68222305441615	NA	7.59564474807857	-424.405964285609	-437.476404250652	NA	-419.21572458534	-429.691044700248	NA	NA	NA	NA
Unsuccessful	GCF_000338995.1_Cocsa1	Hydrogen bonds	7.61987339775423	NA	7.5285994297933	-390.34643393505	-426.596410079827	NA	-385.156194234781	-418.811050529423	NA	NA	NA	NA
Unsuccessful	GCF_000340215.1_Mycfi2	Hydrogen bonds	7.61653944945726	NA	7.58236792375318	-417.066094903081	-474.456967355943	NA	-411.875855202812	-466.67160780554	NA	NA	NA	NA
Unsuccessful	GCF_000344685.1_Glotr1_1	Hydrogen bonds	7.69158992086856	NA	7.63078894380377	-499.118565190398	-516.480802220644	NA	-493.928325490129	-508.695442670241	NA	NA	NA	NA
Successful	GCF_000348985.1_ASM34898v1	Hydrogen bonds	7.50990158901674	0.176540570928404	7.33143050658735	-374.242836911772	-372.277848115856	-416.862912607064	-369.052597211503	-364.492488565452	-406.482433206525	4.80889364087448e-229	0.000300304969331895	4.64922894567062e-123
Unsuccessful	GCF_000349005.2_Pneumo_murina_B123_V4	Hydrogen bonds	6.94588339239582	NA	6.86291739894552	-469.466815932737	-469.980029231909	NA	-464.276576232468	-462.194669681506	NA	NA	NA	NA
Unsuccessful	GCF_000349305.1_ASM34930v2	Hydrogen bonds	7.79822881021402	NA	7.72883829538821	-346.848793462827	-364.79591149177	NA	-341.658553762557	-357.010551941366	NA	NA	NA	NA
Unsuccessful	GCF_000354255.1_CocheC4_1	Hydrogen bonds	7.62634212744851	NA	7.53107932379714	-396.510541990273	-429.694966621637	NA	-391.320302290004	-421.909607071233	NA	NA	NA	NA
Unsuccessful	GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0	Hydrogen bonds	7.71093880497292	NA	7.61381004366812	-400.869168774754	-431.79094543758	NA	-395.678929074484	-424.005585887177	NA	NA	NA	NA
Unsuccessful	GCF_000365145.1_Phia_euro_CBS_101466_V1	Hydrogen bonds	7.67317076883267	NA	7.5966573816156	-388.736368398935	-409.63126349196	NA	-383.546128698666	-401.845903941557	NA	NA	NA	NA
Unsuccessful	GCF_000365165.1_Clad_carr_CBS_160_54_V1	Hydrogen bonds	7.68407647881766	NA	7.60045752934156	-395.260176829751	-407.835908535019	NA	-390.069937129482	-400.050548984615	NA	NA	NA	NA
Unsuccessful	GCF_000392275.1_UCRPA7V03	Hydrogen bonds	7.67964583353041	NA	7.55164454702827	-403.345446843649	-408.466050574088	NA	-398.155207143379	-400.680691023685	NA	NA	NA	NA
Unsuccessful	GCF_000400465.1_Wallemia_ichthyophaga_version_1.0	Hydrogen bonds	7.43485819039993	NA	7.25814053127678	-372.36723947454	-385.60449830178	NA	-367.176999774271	-377.819138751377	NA	NA	NA	NA
Unsuccessful	GCF_000403515.1_ASM40351v1	Hydrogen bonds	7.72805596671042	NA	7.67703009653606	-474.014235408412	-509.144597769907	NA	-468.823995708143	-501.359238219503	NA	NA	NA	NA
Unsuccessful	GCF_000409485.1_GLAREA	Hydrogen bonds	7.4923763037292	NA	7.3918544879399	-397.88836194805	-418.180215540813	NA	-392.698122247781	-410.394855990409	NA	NA	NA	NA
Unsuccessful	GCF_000417875.1_Pflocc_1.0	Hydrogen bonds	7.96755999471838	NA	7.85005201367217	-404.095201659994	-425.00890841263	NA	-398.904961959724	-417.223548862226	NA	NA	NA	NA
Unsuccessful	GCF_000439145.1_ASM43914v3	Hydrogen bonds	6.97387823406181	NA	6.92399889786921	-473.528097586218	-471.900577970302	NA	-468.337857885949	-464.115218419899	NA	NA	NA	NA
Unsuccessful	GCF_000464535.1_EPUS	Hydrogen bonds	7.5636975449058	NA	7.50578512396694	-443.933636446845	-455.755480871238	NA	-438.743396746576	-447.970121320834	NA	NA	NA	NA
Unsuccessful	GCF_000497045.1_PSEUBRA1	Hydrogen bonds	7.79496670636008	NA	7.67223604692499	-362.040993775943	-386.270392281448	NA	-356.850754075674	-378.485032731044	NA	NA	NA	NA
Unsuccessful	GCF_000507465.1_Kwon_mang_CBS8507_V2	Hydrogen bonds	7.42722930382968	NA	7.36543632363725	-335.468961942898	-468.157198209197	NA	-330.278722242629	-460.371838658793	NA	NA	NA	NA
Unsuccessful	GCF_000512565.1_Cryp_deje_CBS10117_V1	Hydrogen bonds	7.51590299029081	NA	7.47856204466738	-388.054062779891	-456.767426458752	NA	-382.863823079622	-448.982066908348	NA	NA	NA	NA
Unsuccessful	GCF_000512585.1_Cryp_best_CBS10118_V1	Hydrogen bonds	7.50696268709104	NA	7.47036285778679	-381.01067051659	-464.138960679878	NA	-375.820430816321	-456.353601129474	NA	NA	NA	NA
Unsuccessful	GCF_000512605.1_Cryp_pinu_CBS10737_V1	Hydrogen bonds	7.21869339243674	NA	7.17619235317304	-301.975935403345	-425.284399333788	NA	-296.785695703076	-417.499039783384	NA	NA	NA	NA
Unsuccessful	GCF_000516985.1_PFICI	Hydrogen bonds	7.63985645542778	NA	7.48935323383085	-371.714516308299	-372.328980965444	NA	-366.52427660803	-364.54362141504	NA	NA	NA	NA
Unsuccessful	GCF_000523435.1_Cochliobolus_carbonum_v1.0	Hydrogen bonds	7.62836331547849	NA	7.52900904063899	-394.53791824109	-430.485231124621	NA	-389.34767854082	-422.699871574217	NA	NA	NA	NA
Unsuccessful	GCF_000523455.1_Cochliobolus_miyabeanus_v1.0	Hydrogen bonds	7.62968547912122	NA	7.53177468857194	-380.364444652892	-416.757702591195	NA	-375.174204952623	-408.972343040791	NA	NA	NA	NA
Unsuccessful	GCF_000527765.1_Cochliobolus_victoriae_v1.0	Hydrogen bonds	7.62479382101034	NA	7.5336264873254	-389.87940775949	-424.354108270806	NA	-384.689168059221	-416.568748720403	NA	NA	NA	NA
Successful	GCF_000576695.1_AUH_PRJEB4427_v1	Hydrogen bonds	7.54916110812331	-0.00348238609583204	7.45629040363013	-349.554884734716	-354.897226388119	-352.954816414551	-344.364645034446	-347.111866837715	-342.574337014012	1.64202068458598e-12	0.903839653868352	3.35987149341953e-174
Unsuccessful	GCF_000585515.1_Clad_yegr_CBS_114405_V1	Hydrogen bonds	7.67308212070352	NA	7.58884591899043	-390.3910535276	-403.033298406965	NA	-385.20081382733	-395.247938856561	NA	NA	NA	NA
Unsuccessful	GCF_000585535.1_Clad_psam_CBS_110553_V1	Hydrogen bonds	7.61445883469272	NA	7.5304802955665	-403.600326516178	-419.60066784474	NA	-398.410086815909	-411.815308294337	NA	NA	NA	NA
Unsuccessful	GCF_000585565.1_Capr_epim_CBS_606_96_V1	Hydrogen bonds	7.66976574811396	NA	7.58698643601337	-390.358926337378	-410.601322227721	NA	-385.168686637109	-402.815962677317	NA	NA	NA	NA
Unsuccessful	GCF_000585585.1_Capr_coro_CBS_617_96_V1	Hydrogen bonds	7.6507802753398	NA	7.55796617712506	-396.814892828081	-410.87356698145	NA	-391.624653127812	-403.088207431046	NA	NA	NA	NA
Unsuccessful	GCF_000708205.1_Mixia_osmundae_v1.0	Hydrogen bonds	7.70533519645564	NA	7.66874804870434	-399.013087648759	-482.047980316302	NA	-393.82284794849	-474.262620765898	NA	NA	NA	NA
Unsuccessful	GCF_000709125.1_Exop_aqua_CBS_119918_V1	Hydrogen bonds	7.5691242774754	NA	7.48769291650178	-408.959464117567	-423.380813320051	NA	-403.769224417298	-415.595453769647	NA	NA	NA	NA
Unsuccessful	GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0	Hydrogen bonds	7.73199001056973	NA	7.64933628318584	-362.31673770616	-417.216417407761	NA	-357.126498005891	-409.431057857358	NA	NA	NA	NA
Unsuccessful	GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0	Hydrogen bonds	7.59563404173358	NA	7.48698017877963	-407.646710498147	-427.148917869812	NA	-402.456470797878	-419.363558319408	NA	NA	NA	NA
Unsuccessful	GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0	Hydrogen bonds	7.61365835038927	NA	7.51926936973103	-396.934527349774	-429.027718552711	NA	-391.744287649505	-421.242359002308	NA	NA	NA	NA
Unsuccessful	GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0	Hydrogen bonds	7.5934475391543	NA	7.4944089456869	-398.508157290607	-415.799545735628	NA	-393.317917590338	-408.014186185224	NA	NA	NA	NA
Unsuccessful	GCF_000732125.1_ScApio1.0	Hydrogen bonds	7.69437910633412	NA	7.55921692607004	-361.053691139013	-378.966799946093	NA	-355.863451438744	-371.181440395689	NA	NA	NA	NA
Unsuccessful	GCF_000747765.1_ASM74776v1	Hydrogen bonds	7.86507592188634	NA	7.71502042051127	-398.008846093578	-405.287595720608	NA	-392.818606393309	-397.502236170205	NA	NA	NA	NA
Unsuccessful	GCF_000760515.1_UGP1.0	Hydrogen bonds	7.34491184686147	NA	7.27533839551007	-445.720257356509	-451.833721561211	NA	-440.53001765624	-444.048362010807	NA	NA	NA	NA
Unsuccessful	GCF_000769745.1_ASM76974v1	Hydrogen bonds	7.58613155256861	NA	7.46975522835975	-396.447770481783	-403.008571433318	NA	-391.257530781514	-395.223211882914	NA	NA	NA	NA
Unsuccessful	GCF_000803265.1_ASM80326v1	Hydrogen bonds	7.21210281319571	NA	7.14462081128748	-456.884970228726	-462.397164856945	NA	-451.694730528457	-454.611805306541	NA	NA	NA	NA
Unsuccessful	GCF_000814965.1_MBR_1.0	Hydrogen bonds	7.67419012131336	NA	7.57723188682852	-381.727720331869	-399.804938042981	NA	-376.5374806316	-392.019578492577	NA	NA	NA	NA
Unsuccessful	GCF_000835455.1_Fons_pedr_CBS_271_37_V1	Hydrogen bonds	7.64768126979037	NA	7.54237978810106	-408.719356634395	-415.372188835004	NA	-403.529116934126	-407.5868292846	NA	NA	NA	NA
Unsuccessful	GCF_000835475.1_Clad_bant_CBS_173_52_V1	Hydrogen bonds	7.6127743033712	NA	7.52523379554982	-398.101726351226	-413.158821490473	NA	-392.911486650957	-405.373461940069	NA	NA	NA	NA
Unsuccessful	GCF_000835495.1_Clad_immu_CBS83496_V1	Hydrogen bonds	7.65296288153821	NA	7.55338890902501	-431.300412171921	-438.947143970451	NA	-426.110172471652	-431.161784420047	NA	NA	NA	NA
Unsuccessful	GCF_000835505.1_Exop_xeno_CBS118157_V1	Hydrogen bonds	7.60274685900831	NA	7.52208773417624	-419.311833116892	-431.947767768377	NA	-414.121593416623	-424.162408217973	NA	NA	NA	NA
Unsuccessful	GCF_000835515.1_Exop_olig_CBS72588_V1	Hydrogen bonds	7.59199327267478	NA	7.49519341690379	-442.634629391784	-442.682458035945	NA	-437.444389691515	-434.897098485541	NA	NA	NA	NA
Unsuccessful	GCF_000835555.1_Rhin_mack_CBS_650_93_V1	Hydrogen bonds	7.56450270063672	NA	7.50108440267486	-390.444653338603	-409.948432170611	NA	-385.254413638334	-402.163072620207	NA	NA	NA	NA
Unsuccessful	GCF_000836115.1_Exop_spin_CBS89968_V1	Hydrogen bonds	7.62317447396094	NA	7.51809168714516	-402.07078786433	-409.664606742878	NA	-396.880548164061	-401.879247192475	NA	NA	NA	NA
Unsuccessful	GCF_000836275.1_Exop_meso_CBS40295_V1	Hydrogen bonds	7.5693345813178	NA	7.51415140534717	-392.587716713359	-414.250480735124	NA	-387.39747701309	-406.46512118472	NA	NA	NA	NA
Unsuccessful	GCF_000836295.1_O_gall_CBS43764	Hydrogen bonds	7.61261004687406	NA	7.50774603743172	-432.871613622435	-438.302866582461	NA	-427.681373922166	-430.517507032057	NA	NA	NA	NA
Unsuccessful	GCF_000836435.1_Fons_mult_CBS_102226_V1	Hydrogen bonds	7.64577266569869	NA	7.54601682335478	-395.970654269208	-404.623593424652	NA	-390.780414568939	-396.838233874248	NA	NA	NA	NA
Unsuccessful	GCF_000938715.1_LALA0	Hydrogen bonds	7.39671602113491	NA	7.31444130697862	-457.683166648139	-457.886421283097	NA	-452.49292694787	-450.101061732694	NA	NA	NA	NA
Unsuccessful	GCF_000961545.1_S_schenckii_v1	Hydrogen bonds	7.83517175036153	NA	7.66031413612565	-375.234815053308	-374.98883209924	NA	-370.044575353039	-367.203472548837	NA	NA	NA	NA
Unsuccessful	GCF_000968595.1_ASM96859v1	Hydrogen bonds	7.67528339682759	NA	7.57522964840038	-449.483160546526	-451.203803430369	NA	-444.292920846257	-443.418443879965	NA	NA	NA	NA
Successful	GCF_000988165.1_ASM98816v1	Hydrogen bonds	6.84167181330434	0.124028115576652	6.70489275736286	-417.201739219422	-426.326063711595	-489.14166143548	-412.011499519153	-418.540704161192	-478.761182034942	1.42281272703394e-237	1.39059664137341e-06	6.79636945848666e-148
Unsuccessful	GCF_001027345.1_Triol1	Hydrogen bonds	7.90348699148041	NA	7.82960609911055	-438.653709782133	-463.758811764658	NA	-433.463470081864	-455.973452214254	NA	NA	NA	NA
Unsuccessful	GCF_001204775.1_ASM120477v1	Hydrogen bonds	7.59603955377396	NA	7.48398179163446	-411.104342707217	-420.32714167944	NA	-405.914103006948	-412.541782129036	NA	NA	NA	NA
Unsuccessful	GCF_001278385.1_MalaPachy	Hydrogen bonds	7.66536422978751	NA	7.59856719367589	-346.507011808211	-395.083412672323	NA	-341.316772107942	-387.298053121919	NA	NA	NA	NA
Unsuccessful	GCF_001298625.1_SEUB3.0	Hydrogen bonds	7.30537786393508	NA	7.16573305002897	-411.419379634137	-409.79180073026	NA	-406.229139933868	-402.006441179856	NA	NA	NA	NA
Unsuccessful	GCF_001299255.1_ASM129925v1	Hydrogen bonds	7.65207302393069	NA	7.58058435438266	-363.419093376946	-385.395755830079	NA	-358.228853676677	-377.610396279676	NA	NA	NA	NA
Unsuccessful	GCF_001329695.1_Rhoba1_1	Hydrogen bonds	8.05596309122734	NA	7.99956946039036	-454.745324950015	-483.001941920536	NA	-449.555085249746	-475.216582370132	NA	NA	NA	NA
Unsuccessful	GCF_001417885.1_Kmar_1.0	Hydrogen bonds	7.2938777176409	NA	7.18385557169537	-444.608125330299	-442.863630857344	NA	-439.41788563003	-435.07827130694	NA	NA	NA	NA
Unsuccessful	GCF_001447935.1_debFab1.0	Hydrogen bonds	7.13758106411161	NA	7.04214760405736	-447.744624881778	-447.449789375848	NA	-442.554385181508	-439.664429825444	NA	NA	NA	NA
Unsuccessful	GCF_001477535.1_Pneu_jiro_RU7_V2	Hydrogen bonds	7.01569152620642	NA	6.95070422535211	-499.41432502451	-501.714733098492	NA	-494.224085324241	-493.929373548089	NA	NA	NA	NA
Unsuccessful	GCF_001477545.1_Pneu_cari_B80_V3	Hydrogen bonds	6.97649161265726	NA	6.92383720930233	-456.649469339034	-459.940682451784	NA	-451.459229638765	-452.15532290138	NA	NA	NA	NA
Unsuccessful	GCF_001481775.2_TGAM01v2	Hydrogen bonds	7.64428239749687	NA	7.50585041654966	-370.232098892092	-386.523702235247	NA	-365.041859191823	-378.738342684843	NA	NA	NA	NA
Unsuccessful	GCF_001500285.1_Phisc1	Hydrogen bonds	7.50981015039165	NA	7.42421666949969	-424.332371859306	-447.988833327101	NA	-419.142132159037	-440.203473776697	NA	NA	NA	NA
Unsuccessful	GCF_001548555.1_ASM154855v1	Hydrogen bonds	7.24393202974635	NA	7.13727729556875	-438.182974525815	-437.081548133709	NA	-432.992734825546	-429.296188583305	NA	NA	NA	NA
Unsuccessful	GCF_001619985.1_Xylona_heveae_TC161_v1.0	Hydrogen bonds	7.55803576171605	NA	7.50887880751782	-375.257313895168	-404.70583710073	NA	-370.067074194899	-396.920477550326	NA	NA	NA	NA
Successful	GCF_001636725.1_ISF_1.0	Hydrogen bonds	7.83726298418361	0.21014639423394	7.70126664350914	-374.572979587955	-379.456496144655	-388.820462048008	-369.382739887686	-371.671136594251	-378.43998264747	6.82527285979479e-226	0.0318279091002394	2.6327336415091e-111
Successful	GCF_001638985.1_Phybl2	Hydrogen bonds	7.29764169227359	0.144627251204362	7.23365627446361	-495.969719116389	-499.956021094541	-515.686537092577	-490.77947941612	-492.170661544138	-505.306057692039	2.93897503159281e-247	0.0138435896637576	1.30688273265615e-150
Unsuccessful	GCF_001640025.1_ASM164002v2	Hydrogen bonds	7.3615664845173	NA	7.30904022301872	-384.978856361903	-430.95894834199	NA	-379.788616661634	-423.173588791586	NA	NA	NA	NA
Unsuccessful	GCF_001641265.1_ASM164126v1	Hydrogen bonds	7.64881744037305	NA	7.5289429994466	-426.590928493943	-427.185072458369	NA	-421.400688793674	-419.399712907965	NA	NA	NA	NA
Unsuccessful	GCF_001642045.1_Parsp1	Hydrogen bonds	7.69927661201406	NA	7.62220954282861	-408.831332163181	-439.168986276547	NA	-403.641092462912	-431.383626726143	NA	NA	NA	NA
Unsuccessful	GCF_001642055.1_Altal1	Hydrogen bonds	7.61496293606773	NA	7.51266165879346	-386.476417619903	-420.335591387094	NA	-381.286177919634	-412.550231836691	NA	NA	NA	NA
Unsuccessful	GCF_001642475.1_ASM164247v1	Hydrogen bonds	7.64795136684979	NA	7.54205607476636	-401.564485877941	-408.269155099697	NA	-396.374246177672	-400.483795549293	NA	NA	NA	NA
Unsuccessful	GCF_001646965.1_ASM164696v1	Hydrogen bonds	7.6503274899269	NA	7.54978169677254	-401.975784506826	-411.250348149018	NA	-396.785544806557	-403.464988598614	NA	NA	NA	NA
Unsuccessful	GCF_001651985.1_ASM165198v1	Hydrogen bonds	7.67196568256371	NA	7.57607872823619	-411.859572659118	-417.971938825671	NA	-406.669332958849	-410.186579275268	NA	NA	NA	NA
Unsuccessful	GCF_001653235.2_ASM165323v2	Hydrogen bonds	7.5864134102151	NA	7.49256868338087	-363.835502089553	-386.900413432058	NA	-358.645262389284	-379.115053881654	NA	NA	NA	NA
Unsuccessful	GCF_001653265.1_ASM165326v1	Hydrogen bonds	7.86424229622562	NA	7.7507639762718	-390.194229201021	-412.037492170536	NA	-385.003989500752	-404.252132620133	NA	NA	NA	NA
Unsuccessful	GCF_001661235.1_Picme2	Hydrogen bonds	7.46643187459835	NA	7.35933897002306	-415.336219800358	-415.466314043102	NA	-410.145980100089	-407.680954492698	NA	NA	NA	NA
Unsuccessful	GCF_001661255.1_Wican1	Hydrogen bonds	7.07380630940901	NA	7.00873949579832	-277.211115895417	-395.140536004371	NA	-272.020876195148	-387.355176453967	NA	NA	NA	NA
Unsuccessful	GCF_001661265.1_Saico1	Hydrogen bonds	7.629438437391	NA	7.54878419452888	-398.238791622367	-434.945102178871	NA	-393.048551922097	-427.159742628467	NA	NA	NA	NA
Successful	GCF_001661335.1_Babin1	Hydrogen bonds	7.58204769827917	0.179441254480387	7.28828491719857	-332.443160523542	-340.219600260774	-435.782872668326	-327.252920823273	-332.434240710371	-425.402393267788	1.63141239402443e-233	1.04585413400058e-09	9.54906305147246e-127
Unsuccessful	GCF_001661345.1_Ascru1	Hydrogen bonds	7.08819152612339	NA	7.02557333773305	-347.387052624384	-483.276578510295	NA	-342.196812924115	-475.491218959891	NA	NA	NA	NA
Unsuccessful	GCF_001661395.1_Hypbu1	Hydrogen bonds	7.12409571180504	NA	7.05062836624776	-286.514479069965	-387.87095932727	NA	-281.324239369696	-380.085599776866	NA	NA	NA	NA
Unsuccessful	GCF_001661405.1_Cybja1	Hydrogen bonds	7.45535549413347	NA	7.31467906311461	-410.60389639171	-409.782632958729	NA	-405.413656691441	-401.997273408325	NA	NA	NA	NA
Successful	GCF_001661415.1_Canta1	Hydrogen bonds	7.54401221310956	-0.0126543532269233	7.52472247590705	-362.563977059433	-374.048623952092	-372.756636748249	-357.373737359164	-366.263264401688	-362.376157347711	3.63233108563308e-105	0.550008532007206	1.18343193427573e-183
Unsuccessful	GCF_001662655.1_ASM166265v1	Hydrogen bonds	7.6402229941195	NA	7.49757234414449	-370.510530042921	-382.889470997739	NA	-365.320290342651	-375.104111447335	NA	NA	NA	NA
Unsuccessful	GCF_001664035.1_Metbi1	Hydrogen bonds	7.56973289261019	NA	7.46664195700519	-432.218774363141	-430.231955790238	NA	-427.028534662872	-422.446596239834	NA	NA	NA	NA
Successful	GCF_001664045.1_Hanpo2	Hydrogen bonds	7.50104202797092	-0.023165425358546	7.49753297271708	-398.7888837561	-403.467668639354	-403.008693707613	-393.598644055831	-395.68230908895	-392.628214307075	5.90264599687534e-158	0.448860371908225	1.62634482608443e-195
Successful	GCF_001672515.1_ASM167251v1	Hydrogen bonds	7.79514940834583	0.219873855783611	7.68863602359545	-405.542845821674	-405.583354777996	-415.458233117882	-400.352606121405	-397.797995227593	-405.077753717343	1.69443441690397e-231	0.0630330992045496	1.52441215519331e-114
Unsuccessful	GCF_001720155.1_Tsuc_wing_CBS7118_V1	Hydrogen bonds	7.7032185597488	NA	7.64569536423841	-277.60655180697	-404.543670357123	NA	-272.4163121067	-396.758310806719	NA	NA	NA	NA
Unsuccessful	GCF_001720205.1_Cryp_amyl_CBS6039_V3	Hydrogen bonds	7.69650681477309	NA	7.64312824610467	-306.619555300951	-425.433885050237	NA	-301.429315600682	-417.648525499834	NA	NA	NA	NA
Unsuccessful	GCF_001773325.1_ASM177332v1	Hydrogen bonds	7.60777165389866	NA	7.49819339298004	-385.441912679774	-402.502401827534	NA	-380.251672979505	-394.71704227713	NA	NA	NA	NA
Unsuccessful	GCF_001792695.1_ASM179269v1	Hydrogen bonds	7.59776046313044	NA	7.48934930936928	-399.871440473078	-413.476477711421	NA	-394.681200772809	-405.691118161017	NA	NA	NA	NA
Unsuccessful	GCF_001831195.1_CORC01	Hydrogen bonds	7.71868421678766	NA	7.58597509739516	-395.670171715474	-397.567909821295	NA	-390.479932015204	-389.782550270892	NA	NA	NA	NA
Unsuccessful	GCF_001883845.1_ASM188384v1	Hydrogen bonds	7.8524513069114	NA	7.7535741158766	-400.68724297565	-421.620855123311	NA	-395.497003275381	-413.835495572908	NA	NA	NA	NA
Unsuccessful	GCF_001890105.1_Aspzo1	Hydrogen bonds	7.70108770745409	NA	7.55819908247093	-422.015150021383	-420.9113293345	NA	-416.824910321114	-413.125969784097	NA	NA	NA	NA
Unsuccessful	GCF_001890805.1_Aspgl1	Hydrogen bonds	7.60503995098487	NA	7.49606072252114	-401.565923389622	-420.169639572917	NA	-396.375683689353	-412.384280022513	NA	NA	NA	NA
Unsuccessful	GCF_001890905.1_Aspac1	Hydrogen bonds	7.72142973849853	NA	7.58063597532036	-417.37803341168	-416.858008235859	NA	-412.18779371141	-409.072648685455	NA	NA	NA	NA
Unsuccessful	GCF_001907595.1_ASM190759v1	Hydrogen bonds	7.56973631916039	NA	7.4880926839734	-351.249711386565	-397.119168276402	NA	-346.059471686295	-389.333808725998	NA	NA	NA	NA
Unsuccessful	GCF_002102565.1_Kocim1	Hydrogen bonds	7.57952024228797	NA	7.55045486354094	-416.910045645341	-473.796929389176	NA	-411.719805945072	-466.011569838772	NA	NA	NA	NA
Unsuccessful	GCF_002105155.1_Lobtra1	Hydrogen bonds	7.40279439754618	NA	7.3329107045825	-452.539384453203	-480.540143768203	NA	-447.349144752934	-472.754784217799	NA	NA	NA	NA
Unsuccessful	GCF_002117355.1_PosplRSB12_1	Hydrogen bonds	7.69430416796207	NA	7.64274730907227	-546.832316332479	-546.566801573825	NA	-541.64207663221	-538.781442023421	NA	NA	NA	NA
Unsuccessful	GCF_002237265.1_ASM223726v2	Hydrogen bonds	7.63675061586082	NA	7.49592290585619	-415.525557876116	-413.798844646619	NA	-410.335318175846	-406.013485096215	NA	NA	NA	NA
Successful	GCF_002251995.1_ASM225199v2	Hydrogen bonds	7.56423941663835	0.199927167216396	7.44803848755062	-361.842444458841	-359.862304974045	-370.106967815332	-356.652204758572	-352.076945423641	-359.726488414794	3.21209318916016e-220	0.0821231747525695	3.59128623544064e-108
Successful	GCF_002708625.1_Rhimi1_1	Hydrogen bonds	7.22098577727454	0.0331526405148844	7.16067776466703	-481.967282488428	-539.881299098196	-547.648966187533	-476.777042788158	-532.095939547792	-537.268486786995	8.52552572069601e-211	0.00108283120271637	2.11767591251111e-195
Unsuccessful	GCF_002742065.1_CB0940_V2	Hydrogen bonds	7.64225980493166	NA	7.5763099811984	-340.604269305297	-398.959954562221	NA	-335.414029605028	-391.174595011818	NA	NA	NA	NA
Unsuccessful	GCF_002775015.1_Cand_auris_B11221_V1	Hydrogen bonds	7.4471790347628	NA	7.38315517876889	-389.580557769249	-415.385851371135	NA	-384.39031806898	-407.600491820731	NA	NA	NA	NA
Unsuccessful	GCF_002847045.1_Aspcand1	Hydrogen bonds	7.72263903578354	NA	7.57123655913978	-414.70724153381	-414.383871663327	NA	-409.517001833541	-406.598512112923	NA	NA	NA	NA
Unsuccessful	GCF_002847465.1_Aspnov1	Hydrogen bonds	7.61845867178196	NA	7.49474467491396	-435.761317493771	-433.765384330406	NA	-430.571077793502	-425.980024780002	NA	NA	NA	NA
Unsuccessful	GCF_002847485.1_Aspcam1	Hydrogen bonds	7.7252843988208	NA	7.58032894020259	-425.366243793088	-424.124980097619	NA	-420.176004092819	-416.339620547215	NA	NA	NA	NA
Unsuccessful	GCF_002849105.1_Aspste1	Hydrogen bonds	7.6825993612256	NA	7.55286984640259	-425.789692199129	-424.439122226106	NA	-420.59945249886	-416.653762675702	NA	NA	NA	NA
Unsuccessful	GCF_002865645.1_Melbi2	Hydrogen bonds	7.54688089239291	NA	7.46351406441093	-417.596989336842	-454.760036077787	NA	-412.406749636572	-446.974676527383	NA	NA	NA	NA
Unsuccessful	GCF_002926055.2_CanHae_1.0	Hydrogen bonds	7.4292777078538	NA	7.34901886073538	-367.944025250409	-399.33780630151	NA	-362.75378555014	-391.552446751106	NA	NA	NA	NA
Unsuccessful	GCF_002926085.2_CanDuoHae_v1.0	Hydrogen bonds	7.47396764418749	NA	7.39501160092807	-380.990112185095	-391.463175771335	NA	-375.799872484826	-383.677816220932	NA	NA	NA	NA
Unsuccessful	GCF_003013735.1_Cand_pseudohaemulonii_B12108	Hydrogen bonds	7.4836017667743	NA	7.39801285797779	-373.660947256968	-387.53768009138	NA	-368.470707556699	-379.752320540977	NA	NA	NA	NA
