Genome	No_of_CDSs	Length_total	Length_mean	Length_median	Length_sd	GC_mean	GC_median	GC_sd	GC1_mean	GC1_median	GC1_sd	GC2_mean	GC2_median	GC2_sd	GC3_mean	GC3_median	GC3_sd
GCF_000215995.1_ASM21599v1	1845	1574948	853.630352303523	744	558.380042784652	0.518461246522481	0.529074529074529	0.0446221381798123	0.548830053302269	0.556451612903226	0.0527517784701507	0.369609227636025	0.37	0.0525012349336776	0.63694456193442	0.658959537572254	0.0904709699238218
GCF_000217715.1_ASM21771v1	4178	3708313	887.58089995213	774	594.05007030724	0.657746716010979	0.666666666666667	0.0464074734888217	0.689958155621664	0.695907587924593	0.0570423120912339	0.440341782134885	0.438653084323713	0.0617443996369682	0.842943117021143	0.870967741935484	0.0904090719699955
GCF_000217995.1_ASM21799v1	1991	1861022	934.717227523857	795	656.193541356617	0.399950870015744	0.403281519861831	0.0375980066609918	0.500996810404402	0.506802721088435	0.0574868201000398	0.357990313277517	0.359937402190923	0.0490586289304602	0.340865342064335	0.339130434782609	0.0566950843491435
GCF_000220645.1_ASM22064v1	1828	1559472	853.10284463895	742.5	541.833406022953	0.335706702498089	0.337667974386724	0.0361546460348594	0.439350360757331	0.441820643517044	0.058083376871969	0.315880683196912	0.315492105933282	0.055878831361486	0.251889707421403	0.25	0.042985060190768
GCF_000221185.1_ASM22118v1	2100	1847753	879.882380952381	750	637.731660847496	0.565720782577035	0.574074074074074	0.0399020622975203	0.572178419501347	0.576158940397351	0.048609307726297	0.378317610484329	0.378032433139345	0.0507514038009848	0.746667986972141	0.764867943916187	0.0856550608024639
GCF_000223395.1_ASM22339v1	1916	1610476	840.540709812109	717	570.257970035354	0.54795852197982	0.547200442587611	0.0451672649211588	0.608283348718252	0.610437605458147	0.0529053471277041	0.420063848405302	0.419800207332014	0.0535265790021046	0.615527937312985	0.608893280632411	0.0939168330749203
GCF_000223905.1_ASM22390v1	3787	3367666	889.270134671244	771	586.952899693487	0.631985124617946	0.640224358974359	0.0471713622567642	0.676240605004621	0.680327868852459	0.0553118315032628	0.439693557236473	0.439597315436242	0.0577403348962901	0.780023697511868	0.804147465437788	0.0927665870869913
GCF_000224475.1_ASM22447v1	3600	3129107	869.196388888889	753	600.739257963126	0.627708543836484	0.642072248241675	0.0533467731636885	0.674061798979898	0.681466547192354	0.0660121367072038	0.443231829313186	0.438356164383562	0.0658664786430005	0.765839945082323	0.797812574707148	0.104040062703263
GCF_000226975.2_ASM22697v3	4177	3745824	896.77376107254	777	603.611706912081	0.658122714752622	0.667410714285714	0.048238653099634	0.694347146059335	0.70048309178744	0.0593503823108971	0.444224006343789	0.443037974683544	0.0625675523027836	0.835798492158181	0.864406779661017	0.0891137101289631
GCF_000230715.2_ASM23071v3	3710	3175701	855.98409703504	741	587.294419338066	0.62681597176803	0.633333333333333	0.0411869934061596	0.680811936660282	0.686999084107481	0.056429624541547	0.436379933508264	0.432455532455532	0.062358440578888	0.763258346297414	0.778999052459299	0.077052090667639
GCF_000230735.2_ASM23073v3	4251	3685471	866.965655139967	753	589.69105869303	0.645601596614346	0.658682634730539	0.0567468528650604	0.683603887748641	0.68974358974359	0.0621754123679724	0.446132915070407	0.444168734491315	0.0628743307182301	0.807068361067852	0.849740932642487	0.109076204326346
GCF_000230955.2_ASM23095v3	3242	2782101	858.143429981493	744	563.658173865563	0.669328853632432	0.681699124861334	0.0518358275188612	0.700019588716042	0.705882352941177	0.06171465481628	0.440747484721279	0.438442591890868	0.062485493276163	0.867221009573638	0.902866968986822	0.0992301091686686
GCF_000231015.2_ASM23101v3	1442	1241404	860.890429958391	753	539.286639542579	0.449288496958576	0.45014245014245	0.0296988860696748	0.497643773898479	0.501872764256155	0.0465384600473874	0.372187597863315	0.373095661588431	0.0451698103882054	0.478034154877452	0.477987421383648	0.0536931932697048
GCF_000235565.1_ASM23556v1	2447	2226792	910.008990600736	771	679.668730273636	0.616044903846023	0.632352941176471	0.0674873258065003	0.605243684660555	0.611538461538462	0.067343248998861	0.43248132612698	0.432242990654206	0.063072137516164	0.810408279568482	0.853932584269663	0.125136356010868
GCF_000237865.1_ASM23786v1	2925	2537931	867.668717948718	720	756.932309071047	0.488995373651929	0.484496124031008	0.0413867537548367	0.607614368432374	0.613882863340564	0.0582622221586149	0.428571330294587	0.430147058823529	0.0563467979202847	0.43080535993833	0.397727272727273	0.0989473934049559
GCF_000246985.2_ASM24698v3	2402	2019443	840.733971690258	732	549.08120636384	0.432709852667753	0.432450686929158	0.0417648902599955	0.503399638507242	0.507132682132682	0.0524481590031577	0.344123711653522	0.341964123241359	0.0540032237873732	0.45060692716907	0.444444444444444	0.0831969887110251
GCF_000251105.1_ASM25110v1	2461	2125087	863.505485574969	768	555.292889528538	0.536857465179536	0.55	0.0573796478331285	0.54091675729698	0.549019607843137	0.0599410501561274	0.394589270508205	0.395904436860068	0.0548393052156085	0.675065968072771	0.698275862068966	0.107980349815373
GCF_000253055.1_ASM25305v1	1959	1614141	823.961715160796	717	533.076648370681	0.550293694017734	0.554597701149425	0.0582755332197094	0.559108137315621	0.56359102244389	0.0608141246170375	0.415755282446496	0.416666666666667	0.0571101663053589	0.676017662291086	0.681574239713775	0.096767859677719
GCF_000263735.1_ASM26373v1	1819	1614709	887.690489279824	771	631.220622728267	0.42256890219701	0.422327540810953	0.035181946474993	0.503150774432762	0.505747126436782	0.0496904574032789	0.345980198561129	0.345622119815668	0.0494854125933697	0.418576060903848	0.410557184750733	0.0697627941171716
GCF_000264495.1_ASM26449v1	1407	1242704	883.229566453447	780	552.883895869239	0.556021921352562	0.555123216601816	0.0418378166010428	0.554344704819744	0.557377049180328	0.049476458792007	0.393463004790941	0.391167192429022	0.0489723051605028	0.720258911846054	0.72156862745098	0.0828193958059806
GCF_000265525.1_ASM26552v1	2052	1783147	868.980019493177	744	605.111338454569	0.562694566785646	0.570736383442266	0.0400250246628071	0.569745443311967	0.574858020796181	0.0508075690871456	0.37746781655528	0.377245508982036	0.0501972523463388	0.74087120094141	0.759971590909091	0.0841838277125817
GCF_000275605.1_ASM27560v1	2066	1756654	850.268151016457	750	541.112232496239	0.408591777608974	0.407130873002606	0.0359705290766681	0.490788284746402	0.493611579692006	0.0500837555989426	0.343163053240106	0.342857142857143	0.0508035606003016	0.39182266929683	0.379310344827586	0.0732993320640436
GCF_000281695.1_ASM28169v1	3706	3170093	855.394765245548	738	594.062142148213	0.645945844227418	0.65580015181837	0.0493736733875425	0.682037776599912	0.688524590163934	0.0588390342092978	0.45230834292348	0.45	0.066163073090899	0.803490128410465	0.831874815406325	0.0905497696027854
GCF_000299395.1_ASM29939v1	1978	1510874	763.839231547017	618	579.446149874836	0.336992353492864	0.338120242505004	0.0343073478738106	0.44389810200933	0.445945945945946	0.0566470152912366	0.333823558392682	0.333333333333333	0.0585901795751617	0.233256163105542	0.227518081646522	0.0550481779589006
GCF_000300255.2_ASM30025v2	1600	1480221	925.138125	786	652.082232981846	0.563627396974582	0.573416149068323	0.0500647223146377	0.54628646507425	0.550786047654139	0.0514227680295464	0.398976503173151	0.398416610962567	0.0499809854072277	0.745619455997478	0.763399819420504	0.101833151375889
GCF_000304355.2_Mb_MS2	2604	2306308	885.678955453149	744	642.191368059735	0.609126442448997	0.617283950617284	0.053547006313164	0.626242130984571	0.630769230769231	0.0606260636139447	0.436305622590572	0.433920678674968	0.0619790015287792	0.764833213821972	0.789150084080718	0.0928146578435351
GCF_000306725.1_ASM30672v1	2910	2625628	902.277663230241	765	660.574848788445	0.454071946918488	0.465970568860257	0.0534165873791325	0.514516316881907	0.524243203237403	0.0621867491243138	0.367270626460561	0.369669802745205	0.0522955104304493	0.480428774103347	0.49598009916199	0.0908345549448719
GCF_000306765.2_ASM30676v2	3821	3325593	870.346244438629	741	595.102051373858	0.610272115261963	0.616977225672878	0.0414368424271621	0.663204035572854	0.667701863354037	0.0577534720666134	0.435235469143057	0.434285714285714	0.0567690654668017	0.732377031976539	0.747252747252747	0.0805257297600485
GCF_000317795.1_ASM31779v1	1507	1356415	900.076310550763	807	556.545657791015	0.305067156396384	0.304283054003724	0.0366092355866234	0.393778564926323	0.395953757225434	0.0595245747712102	0.318706392270129	0.318518518518519	0.0550841598679476	0.202716151476278	0.19910514541387	0.0394854776624259
GCF_000327485.1_ASM32748v1	2824	2449093	867.242563739377	726	660.183263568703	0.55851704181037	0.571929824561404	0.0576318308972165	0.579472221157491	0.585714285714286	0.0608892668187561	0.415288695399411	0.415885393849119	0.0584609721943002	0.68079086748815	0.705023118957545	0.112961399473567
GCF_000327505.1_ASM32750v1	1499	1353555	902.971981320881	750	663.01991102734	0.443826081227747	0.448979591836735	0.0406043541080748	0.499858872662222	0.502958579881657	0.0563601798601853	0.347039489125357	0.349056603773585	0.0503713868933199	0.484579420134486	0.493333333333333	0.0694171016235
GCF_000328665.1_ASM32866v1	2574	2349508	912.784770784771	765	678.746391029669	0.427387041203868	0.43414906358885	0.0462525977507791	0.506191857660302	0.513546880213547	0.0612340665214428	0.363107008626196	0.363533757438949	0.050833376193257	0.412861635922718	0.418571988502744	0.0777540728259304
GCF_000328685.1_ASM32868v1	4174	3647414	873.841399137518	762	583.276233761407	0.654937026275102	0.666666666666667	0.0520549941407788	0.693521863730695	0.699442646344112	0.0634355818872754	0.440682468497697	0.43951951214521	0.0654503940132096	0.830607538624591	0.865404523013219	0.0999510305226225
GCF_000338775.1_ASM33877v1	2278	1946277	854.3797190518	747	548.031004408654	0.370793660288018	0.37065671641791	0.0369361320501789	0.442327400355667	0.446035839352958	0.0504777538968204	0.3334500542577	0.333333333333333	0.0514521910195932	0.336603488802413	0.329728781856441	0.0736987221338436
GCF_000340315.1_ASM34031v1	2234	1905275	852.853625783348	747	546.95218106561	0.370382171505402	0.370249446504489	0.0367116768404883	0.442481207381301	0.445765466558315	0.0500437042798772	0.333040581664109	0.333333333333333	0.0511440232254157	0.335624675477189	0.328985975625314	0.0730827479272733
GCF_000350305.1_ASM35030v1	1475	1336527	906.12	777	667.898457780088	0.589027469937213	0.597701149425287	0.0398134160564756	0.5535195165589	0.55863539445629	0.0478357943087974	0.401794479303065	0.399610136452242	0.0491607568012725	0.811768413949674	0.831578947368421	0.0852174274050858
GCF_000364745.1_ASM36474v1	2678	2207120	824.167289021658	725	543.304652893066	0.354615745741773	0.354192773600668	0.0383163561623303	0.425617340648832	0.427645576707727	0.0549812986510285	0.330397997037639	0.3288976638217	0.0562964542934905	0.307828896361534	0.298969072164948	0.0609543665167765
GCF_000385565.1_ASM38556v1	2210	1837055	831.246606334842	726	557.487633148415	0.435694401423492	0.440405929382699	0.0384154295654298	0.489478384372621	0.494163070633659	0.0516042380326433	0.341706691831421	0.342790073775989	0.0522675291258724	0.47589788725512	0.486558751264634	0.073243394575592
GCF_000403645.1_ASM40364v1	3007	2763309	918.958762886598	804	618.505832389208	0.670341746774803	0.676113360323887	0.0382537513665319	0.706738968410153	0.712121212121212	0.0559875222682636	0.449187893730785	0.448548812664908	0.0597244116427711	0.855098997304293	0.87027027027027	0.0707184827717032
GCF_000404165.1_ASM40416v1	1690	1535097	908.341420118343	774	656.793024001401	0.320717973813427	0.324947257383966	0.0381564764339351	0.432846808249971	0.438742593811718	0.0688018820060184	0.315670976525496	0.320082895337243	0.0581527216331434	0.213637668482816	0.209302325581395	0.0569828062590114
GCF_000404225.1_ASM40422v1	1831	1705330	931.365374112507	783	892.59973239734	0.419557201114873	0.420054200542005	0.0403985598691475	0.496094430597083	0.5	0.055197307374368	0.371184919600332	0.373239436619718	0.0487168477354143	0.39139267689001	0.385507246376812	0.0703219527188374
GCF_000446015.1_ASM44601v1	1825	1554729	851.906301369863	750	539.197957098724	0.469807613006984	0.470238095238095	0.0414197047912779	0.530622093907347	0.533127889060092	0.0492598434658761	0.370525579915547	0.37219730941704	0.045901504520927	0.50827516519806	0.505190311418685	0.0784702679764145
GCF_000470655.1_HATI1	3073	2738310	891.086885779369	753	643.238684427263	0.632996276489966	0.644396551724138	0.049531319147756	0.678924704844955	0.685185185185185	0.0588631292686899	0.436702909062573	0.435114503816794	0.0567476589514585	0.783362639944709	0.810457516339869	0.0951196355812041
GCF_000499765.1_Methanobacterium	1996	1692342	847.866733466934	730.5	566.371465442708	0.41208199607289	0.419472457367194	0.0443675118162484	0.504289631858436	0.514591494918526	0.0665130939111866	0.345467036869764	0.346733668341709	0.053405663081249	0.386488812195342	0.392	0.0706549722227638
GCF_000504565.1_ASM50456v2	3804	3377778	887.954258675079	769.5	587.124799217034	0.631598563599644	0.640142092567466	0.0476200717515947	0.675961029959747	0.680161943319838	0.0554652499558671	0.439665601727247	0.43956043956044	0.0578742434740406	0.779171620754562	0.803670773659443	0.0937172123752754
GCF_000517445.1_ASM51744v1	2098	1790868	853.607244995234	747	557.847193979793	0.40440005859045	0.40429216173897	0.0341498559695776	0.492128742321319	0.495933884297521	0.0491052347260281	0.334099153279498	0.332460517657381	0.0498910831069402	0.386972364738022	0.381558704453441	0.0631616184565128
GCF_000517625.1_ASM51762v1	3966	3451688	870.319717599597	768	574.506149367924	0.615976696776512	0.624513500825345	0.0466385387069329	0.663232687927203	0.667931852801475	0.0561546888803265	0.43284811690624	0.432432432432432	0.0558758447107832	0.751851691517584	0.77323761425769	0.0905094078988059
GCF_000585495.1_ASM58549v1	2154	1812176	841.307335190344	729	574.295393138961	0.551789004199864	0.562209245977903	0.0412905236828034	0.566844974669992	0.570807931841025	0.0490199616873463	0.368794832350714	0.371672811393046	0.0505295503366751	0.7197272098799	0.742125496031746	0.0883373397296399
GCF_000591055.1_ASM59105v1	2826	2474585	875.649327671621	726	681.901378041406	0.653425591457184	0.667434369776704	0.0600377968593255	0.686804422735467	0.693877551020408	0.0625123742011282	0.456926986056637	0.455882352941176	0.0672898589951086	0.816548559714394	0.855304534922211	0.107097427214298
GCF_000698785.1_ASM69878v1	2836	2136296	753.277856135402	605.5	587.379913667786	0.53422104982106	0.548551588427844	0.0524396602788657	0.547399984134534	0.553459119496855	0.0549307311843626	0.39759424561943	0.396825396825397	0.057356827581696	0.657668730712452	0.689237451737452	0.110121518361453
GCF_000725425.1_ASM72542v1	1961	1697820	865.792962774095	759	530.300908006091	0.431976056025946	0.435555555555556	0.0336544919599872	0.501895082151876	0.505576208178439	0.0474585916722918	0.338321687493333	0.338912133891213	0.0485503527026542	0.455710919272056	0.458149779735683	0.0651179345168721
GCF_000734035.1_ASM73403v1	2565	2139005	833.92007797271	729	566.093846998868	0.482549561964196	0.492753623188406	0.0436505632081202	0.522727233098757	0.528070175438596	0.0501736247811213	0.359059224922851	0.36094674556213	0.0519994094014017	0.565862598208886	0.584710743801653	0.083314240915568
GCF_000739065.1_ASM73906v1	1653	1437833	869.832425892317	759	552.40437833582	0.309780641239127	0.308880308880309	0.0365702900471232	0.410351866240057	0.4125	0.0620833765068666	0.294968115771405	0.293248945147679	0.0590601085982181	0.224022490056113	0.220238095238095	0.0417461676853535
GCF_000762265.1_ASM76226v1	2367	2036891	860.536966624419	723	588.441435595511	0.430927927851917	0.43859649122807	0.0515175185971265	0.510015208371722	0.519685039370079	0.0683221973667219	0.348141323295747	0.349282296650718	0.0541733845880472	0.434627165546571	0.444139821795751	0.085771998593356
GCF_000769655.1_ASM76965v1	2246	1939349	863.467943009795	738	601.373250754012	0.539441017921657	0.551282051282051	0.0505923170842755	0.56074972468536	0.567313674256563	0.0534178722752864	0.368214957869406	0.369790506898487	0.0532454524081875	0.689360330133048	0.715346853223997	0.104177500113033
GCF_000789255.1_ASM78925v1	2180	1718079	788.109633027523	687	515.349894638981	0.468386298949367	0.471885792110511	0.0425728915340714	0.520014367072149	0.525048262548263	0.0537690242897322	0.357140614049334	0.359189115274169	0.0512293135440139	0.52800333097333	0.526607795199033	0.0816082938281715
GCF_000800805.1_ASM80080v1	1398	1344575	961.78469241774	780	832.75947789627	0.493419562134733	0.498651311245374	0.0376529965700306	0.505363821023026	0.508866251650632	0.0465055575599941	0.382967909992948	0.38214694344557	0.0497621863066319	0.591926509087263	0.602150537634409	0.0719520820405713
GCF_000812185.1_ASM81218v1	1421	1142824	804.239268121042	684	538.958589337167	0.333654485777045	0.332344213649852	0.0370572653661073	0.452136386294255	0.453194650817236	0.0570619173041762	0.337022147274896	0.335038363171355	0.0571900470491958	0.211804653368643	0.203065134099617	0.0567840844872749
GCF_000813245.1_ASM81324v1	1863	1561996	838.430488459474	732	537.697347553617	0.468473414854932	0.469798657718121	0.0422862913994671	0.529174621230778	0.533333333333333	0.0505157515310601	0.371092268613629	0.371428571428571	0.0478193834448091	0.505153645768263	0.501818181818182	0.0800550487409571
GCF_000816105.1_ASM81610v1	2076	1759695	847.637283236994	729	570.815352532147	0.531405700369071	0.538009182546258	0.0415753671581472	0.556779232233686	0.561559390055408	0.048186297975579	0.368199651192746	0.369203198235456	0.0506835253489646	0.669237255105205	0.680681122969207	0.0910061600540102
GCF_000827835.1_ASM82783v1	4095	3634515	887.549450549451	762	603.127322062706	0.627522706864248	0.637310606060606	0.0496743477709498	0.672247306349794	0.676328502415459	0.0578385345906477	0.440851815577858	0.439153439153439	0.0630681106914284	0.769473826778049	0.796296296296296	0.0990147139617183
GCF_000828555.1_ASM82855v1	1826	1558957	853.755202628697	741	552.216085150501	0.335883523166051	0.337237583205325	0.0361239861814532	0.440074291923707	0.442111036257795	0.0578490940138596	0.315970041388423	0.315149393305632	0.055799718437909	0.25160690159492	0.25	0.0421820488089502
GCF_000828575.1_ASM82857v1	1763	1561796	885.874078275667	753	652.593282282492	0.498984167039616	0.506802721088435	0.0437655332623352	0.547699029112336	0.55511811023622	0.0589722222417808	0.390748980431114	0.394293125810636	0.053109538032313	0.558505353724731	0.569230769230769	0.0798620395459635
GCF_000953115.1_DSM1535	2379	2067947	869.250525430853	735	613.755103126218	0.430296381925677	0.438967136150235	0.0522410950639005	0.509849157005007	0.519685039370079	0.0689292001887919	0.348080576882244	0.349315068493151	0.0545340677682968	0.432958478046024	0.443243243243243	0.0871063975234908
GCF_000955905.1_ASM95590v3	1814	1476023	813.684123484013	672	612.048526497746	0.411838278322872	0.416666666666667	0.0326507197352417	0.483261483463138	0.487076324658165	0.0506829598918341	0.355119095501396	0.355167810831426	0.0528864254250014	0.39713465718081	0.401546707275197	0.0618742306907277
GCF_000956175.1_ASM95617v1	2099	1608557	766.34444973797	624	581.512632564133	0.336974954543661	0.337662337662338	0.0344877315544368	0.44469156182136	0.445205479452055	0.0583788887970048	0.333562673928476	0.333333333333333	0.0609567978329043	0.232671702214564	0.227272727272727	0.0546465745506166
GCF_000968355.1_ASM96835v1	2920	2383468	816.256164383562	732	520.518756048983	0.362913217427502	0.35737283675428	0.0481701858100754	0.428639541702048	0.43298969072165	0.0544823971438333	0.330943195789756	0.32979992979993	0.0561170813851015	0.329157520447876	0.302752293577982	0.101255595093894
GCF_000968395.1_ASM96839v1	2873	2347680	817.152801949182	729	520.60489308832	0.363131392495951	0.357669616519174	0.0479811391350506	0.430141532640684	0.433179723502304	0.0552484181199534	0.329139129291264	0.328571428571429	0.0545072850701213	0.33011297537152	0.302521008403361	0.102805977890605
GCF_000968435.1_ASM96843v1	2916	2383006	817.217421124829	732	520.364786336807	0.363037358007993	0.357487922705314	0.0480946655428301	0.428752886385559	0.433035714285714	0.0542893531893173	0.331102904337293	0.33	0.0560214508255913	0.329256761960704	0.302941220924081	0.101321199177948
GCF_000969885.1_ASM96988v1	2686	2369627	882.214072970961	763.5	607.551864859796	0.431753559872572	0.438492063492063	0.0423350876295906	0.515006411846915	0.524590163934426	0.0640463075561504	0.368246870115773	0.37067816091954	0.050495720358949	0.412009537367661	0.416578576462297	0.0636607902538723
GCF_000969905.1_ASM96990v1	3709	3321888	895.629010514964	762	647.809165218522	0.417914345942649	0.426041666666667	0.0504486524258596	0.498251117418916	0.509677419354839	0.0734183502906366	0.359991345575029	0.361355081555834	0.055103141269049	0.395500574286565	0.402439024390244	0.0736685668412825
GCF_000969945.1_ASM96994v1	3695	3312110	896.376184032476	762	646.956124596772	0.419513134487181	0.427230046948357	0.0499496413672847	0.499916328247148	0.510752688172043	0.0726683967690522	0.360669189061128	0.361386138613861	0.0554186168505538	0.39795372612161	0.404255319148936	0.0727917043732737
GCF_000969965.1_ASM96996v1	3639	3111669	855.089035449299	720	635.354907497082	0.432999724556902	0.443569553805774	0.0540638622419328	0.503956373332406	0.515873015873016	0.0734402334337312	0.362845311106084	0.363636363636364	0.0554867197743646	0.43219786588106	0.441011235955056	0.0847499275022494
GCF_000969985.1_ASM96998v1	4017	3553152	884.528752800597	741	679.994436739212	0.412157937631908	0.41994750656168	0.052021498731546	0.490432753364515	0.502564102564103	0.0764704164569254	0.358567877402	0.359281437125749	0.0566548815302612	0.387475555214013	0.394456289978678	0.0741322039006539
GCF_000970005.1_ASM97000v1	3444	2941628	854.131242740999	724.5	630.586686949885	0.434633797887427	0.445623416830847	0.0543703394175787	0.505843082210883	0.519502568738562	0.0740891510020732	0.36270784027355	0.363824404761905	0.0555704508327973	0.435350251574034	0.443673989328462	0.0843218110287886
GCF_000970025.1_ASM97002v1	3724	3293815	884.483082706767	753	639.21345955791	0.413963535989276	0.421210753601642	0.0498727749237965	0.494571668115475	0.505128339995792	0.0733914280827874	0.359383698912089	0.359635286955559	0.0545147040009774	0.387934654390154	0.39407080588747	0.073121750406787
GCF_000970045.1_ASM97004v1	3521	3202341	909.497585913093	756	743.675845086549	0.477972654501534	0.491841491841492	0.0625862899247072	0.532890034154739	0.547038327526132	0.0732650006350592	0.370289068256892	0.372340425531915	0.0543054148089827	0.53073787478602	0.551330798479088	0.107921837236327
GCF_000970065.1_ASM97006v1	3677	3232787	879.191460429698	741	645.826986944065	0.413716309548161	0.421333333333333	0.0504809883970294	0.493521312623416	0.505102040816326	0.0745800786133427	0.359139548477188	0.36	0.0561062236020593	0.388489423214875	0.394366197183099	0.0728095610385586
GCF_000970085.1_ASM97008v1	4235	3842105	907.226682408501	759	708.956962100481	0.44449059557597	0.454652532391048	0.0562708581461484	0.509763140574559	0.520725388601036	0.0701956870664335	0.368287513939533	0.368421052631579	0.0574412126798734	0.455421162434838	0.467741935483871	0.0903098637541063
GCF_000970145.1_ASM97014v1	4675	4196411	897.628021390374	744	709.91783564084	0.439814203418681	0.450094161958569	0.0574247333083714	0.504948315853223	0.515068493150685	0.0706439698690247	0.366309655638672	0.365456821026283	0.0575490232677732	0.44818400461244	0.460829493087558	0.0920389018500333
GCF_000970165.1_ASM97016v1	3440	3107385	903.309593023256	768	652.703522383071	0.433701757872576	0.443872328409312	0.0511030021043734	0.509258619376944	0.520437999761308	0.0690294386941529	0.364739183205284	0.366941131291226	0.0536188038176751	0.427108106140135	0.43801652892562	0.0784477401736054
GCF_000970185.1_ASM97018v1	3393	3080237	907.821102269378	774	646.470056784314	0.434850224126271	0.445048309178744	0.0513541245683831	0.511118830245429	0.522633744855967	0.0696945599846901	0.364762290866711	0.366666666666667	0.053844559547104	0.428668949234436	0.438377535101404	0.0770330881568368
GCF_000970205.1_ASM97020v1	3483	3164270	908.489807637094	771	655.514525427602	0.433087246065992	0.44367816091954	0.0521716558647032	0.508632416644153	0.52	0.0705447048918735	0.364105945676905	0.366197183098592	0.0540625246458693	0.426524084819172	0.436936936936937	0.0794210597356827
GCF_000970225.1_ASM97022v1	3511	3148908	896.869268014811	762	649.935144911312	0.43309589773084	0.443436960276338	0.0514092178225266	0.508377357579832	0.519607843137255	0.0692676939597923	0.364024770757169	0.365979381443299	0.053538301484837	0.426887538649252	0.437086092715232	0.077745341752056
GCF_000970245.1_ASM97024v1	3501	3159131	902.351042559269	771	652.205683939112	0.43355240529819	0.443971631205674	0.0521191652671318	0.508582496146006	0.520069808027923	0.0706625971815387	0.364580292720111	0.366666666666667	0.0545429427902759	0.427495199032067	0.438202247191011	0.0781710012872643
GCF_000970265.1_ASM97026v1	3454	3041273	880.507527504343	750	646.442926167838	0.435329832367329	0.444695674365191	0.0566452594684287	0.50560829842154	0.5171434169279	0.0737758589816972	0.363337991157099	0.364705882352941	0.057735103674893	0.437043349602865	0.448921614100185	0.087482254331194
GCF_000970285.1_ASM97028v1	4385	3826481	872.629646522235	729	649.944756310811	0.4307759292526	0.439393939393939	0.0519003995247489	0.505970935298427	0.515151515151515	0.0684225995744086	0.365953322410304	0.367781155015198	0.0547136557026177	0.420405620646595	0.427184466019417	0.0805957017866294
GCF_000970305.1_ASM97030v1	3715	3267377	879.509286675639	744	640.388057675131	0.412947478253784	0.420077972709552	0.048639393622657	0.496202370528598	0.506616257088847	0.072395102074027	0.359169709841737	0.361111111111111	0.0560985928991988	0.383471302970707	0.386363636363636	0.0684686335839491
GCF_000970325.1_ASM97032v1	2275	2065079	907.727032967033	780	595.602515822968	0.451256755034986	0.459349593495935	0.0448047761434631	0.52928922966517	0.5390625	0.0594589471670788	0.362846003836999	0.364077669902913	0.0470981564335881	0.461635298663144	0.470108695652174	0.0811198565193324
GCF_000993805.1_ASM99380v1	1648	1444157	876.308859223301	762	560.96754486676	0.48300330932598	0.4791646360174	0.04781118596838	0.542714701616993	0.543609629190542	0.0514396702556745	0.385380458654218	0.385284894982239	0.0486785787633095	0.520914927993579	0.508802926043023	0.0900550427949093
GCF_001006045.1_ASM100604v1	2007	1656838	825.529646238166	716	527.242771569708	0.531893547613135	0.547311827956989	0.0530544727789882	0.535640826791022	0.54320987654321	0.0533193569184488	0.367877171991504	0.37	0.0531393527162107	0.692161918943171	0.723849372384937	0.109531183441437
GCF_001011115.1_ASM101111v1	2188	1915729	875.561700182815	744	605.422686623945	0.633970329165485	0.642888553838422	0.0498793569918849	0.679451087376753	0.685329756450446	0.0602149903589231	0.435721599178706	0.43514984450099	0.0606621119372807	0.786739948088928	0.810414349276974	0.0907802230238789
GCF_001027005.1_ASM102700v1	3693	3242993	878.145951800704	747	627.741988737103	0.413582010668415	0.421333333333333	0.0506354037843214	0.493132301799837	0.504716981132076	0.0752924892095479	0.359340657575024	0.360501567398119	0.0550591111280709	0.388273257807145	0.394366197183099	0.072727397818408
GCF_001190965.1_ASM119096v1	3774	3371373	893.315580286168	783	587.507786493083	0.669908335225757	0.676950200322692	0.0487709428361589	0.691776516131474	0.695801257565963	0.0594154847334774	0.449326339257773	0.447726467524364	0.0593963229768202	0.868623613580456	0.895996680592915	0.0865636784048721
GCF_001266655.1_ASM126665v1	2326	1956376	841.090283748925	726	538.098972804735	0.464613328664653	0.468455141532065	0.0428971329473148	0.498744604090207	0.502825219473264	0.051083255787352	0.367410754432195	0.369627507163324	0.0509807321532345	0.527685240443375	0.531645569620253	0.0824641089638658
GCF_001266675.1_ASM126667v1	2327	1956360	840.721959604641	726	538.146807775325	0.464644978116953	0.468468468468468	0.042879875777516	0.498769073231869	0.502857142857143	0.0509985043896195	0.367456607674627	0.369627507163324	0.0510470888571143	0.527709732697937	0.531746031746032	0.0824342758882915
GCF_001266695.1_ASM126669v1	2327	1956280	840.687580575849	726	538.229506497242	0.464639686961338	0.468468468468468	0.0428860918040461	0.498760079424881	0.502857142857143	0.0510702180325575	0.367458173945106	0.369627507163324	0.0510179498272358	0.527701419348396	0.531746031746032	0.0824335087986683
GCF_001266715.1_ASM126671v1	2327	1956280	840.687580575849	726	538.229506497242	0.464641846211658	0.468468468468468	0.0428892826560512	0.498763193169478	0.502857142857143	0.0510837283387891	0.36745730403041	0.369627507163324	0.0510175708141263	0.527705653269456	0.531746031746032	0.0824331508875432
GCF_001266735.1_ASM126673v1	2330	1956343	839.632188841202	723	538.120653391624	0.464637011585811	0.468489226553743	0.042938569429292	0.498663420839785	0.502865353037767	0.0509417668836957	0.367388502629401	0.369596362277314	0.0510529303562727	0.527859722334847	0.531768969630241	0.0823702938549172
