Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	Best_AIC	Best_BIC	P_Carrying_capacity	P_Rate	P_Initial_cost
Successful	GCF_004636305.1_ASM463630v1	Hydrogen bonds	8.07718189865901	0.148270071613485	7.4139945357999	-147.80562383513	-176.976121374755	-264.732730272281	-142.61538413486	-169.190761824351	-254.352250871743	AIC_Exponential	BIC_Exponential	9.31664337145512e-199	4.23663710180397e-11	5.82991759324208e-101
Successful	GCF_004636325.1_ASM463632v1	Hydrogen bonds	8.07734737779176	0.147903476166633	7.41518966806094	-147.613071476467	-176.773319576421	-264.065180698732	-142.422831776198	-168.987960026017	-253.684701298194	1.34440471843785e-198	4.79357752873901e-11	6.48725960484157e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636345.1_ASM463634v1	Hydrogen bonds	8.07727152513659	0.147925558460154	7.41443707949987	-147.474372389963	-176.765491425141	-264.051766884099	-142.284132689694	-168.980131874737	-253.671287483561	1.35102749925988e-198	4.64241731504552e-11	6.62381041473498e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636365.1_ASM463636v1	Hydrogen bonds	8.0773932478225	0.147893603505847	7.41371675902507	-147.002498727118	-176.216379777964	-263.147008176543	-141.812259026848	-168.43102022756	-252.766528776005	2.10083243435302e-198	5.18701845060518e-11	1.00410887403227e-100	AIC_Exponential	BIC_Exponential
Successful	GCF_004636385.1_ASM463638v1	Hydrogen bonds	8.07727232853826	0.146780942377276	7.41711576429479	-146.429199883852	-175.615057555149	-260.892585819338	-141.238960183582	-167.829698004746	-250.5121064188	7.20696058836142e-198	7.99225834432795e-11	1.55775773109471e-100	AIC_Exponential	BIC_Exponential
Successful	GCF_004636405.1_ASM463640v1	Hydrogen bonds	8.07733313233905	0.147913951082767	7.41391731972863	-147.319504820255	-176.50934777094	-263.980679590697	-142.129265119986	-168.723988220536	-253.600200190159	1.39968000055584e-198	4.54464191519947e-11	6.80802951777749e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636425.1_ASM463642v1	Hydrogen bonds	8.07715342861252	0.148579002910872	7.41326229273333	-148.140341491488	-177.325550210622	-265.765013627312	-142.950101791219	-169.540190660218	-255.384534226774	5.44043044055246e-199	3.53731163007367e-11	4.24380663447842e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636445.1_ASM463644v1	Hydrogen bonds	8.07651373628745	0.151743491638206	7.40766216634015	-152.956671686275	-182.548925501198	-280.055593758489	-147.766431986005	-174.763565950794	-269.67511435795	3.68084605565585e-202	2.89490400257661e-12	2.71656030546877e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004636465.1_ASM463646v1	Hydrogen bonds	8.07680884466308	0.150453079759666	7.41163686698368	-152.013378458327	-181.585475504494	-276.425678969868	-146.823138758058	-173.800115954091	-266.04519956933	2.47953528227443e-201	5.96113556796833e-12	7.40986241575058e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004636485.1_ASM463648v1	Hydrogen bonds	8.076222292744	0.153646165341842	7.40638274299532	-156.272141627606	-186.02319484374	-289.176805130499	-151.081901927337	-178.237835293337	-278.796325729961	3.56315570295321e-204	5.9224867832907e-13	9.95732118836073e-105	AIC_Exponential	BIC_Exponential
Successful	GCF_004636505.1_ASM463650v1	Hydrogen bonds	8.07714541446947	0.148336350250775	7.41383051976085	-148.321334052457	-177.54595611505	-266.450882270114	-143.131094352187	-169.760596564647	-256.070402869576	4.01933462184175e-199	3.11072467410545e-11	2.65299539759001e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636525.1_ASM463652v1	Hydrogen bonds	8.07696501449057	0.150355745220048	7.41116886880811	-151.497086022585	-180.999022897103	-275.275780904474	-146.306846322316	-173.213663346699	-264.895301503936	4.37349859550105e-201	7.05529018358502e-12	1.21727711927013e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636545.1_ASM463654v1	Hydrogen bonds	8.07708863137278	0.1494067894228	7.41199635748304	-149.744902242671	-179.063466071006	-270.516029464253	-144.554662542402	-171.278106520603	-260.135550063715	AIC_Exponential	BIC_Exponential	4.91922052480184e-200	1.56098333189248e-11	6.96347429959631e-102
Successful	GCF_004636565.1_ASM463656v1	Hydrogen bonds	8.07740743265258	0.148933939667288	7.41291742911149	-149.013490361373	-178.318646812895	-268.492470623432	-143.823250661104	-170.533287262492	-258.111991222894	1.38432837737598e-199	2.18925217434268e-11	1.39870875107129e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636785.1_ASM463678v1	Hydrogen bonds	8.0769868657473	0.150100327893302	7.41186880272325	-150.379667776531	-179.715746284994	-271.293498147999	-145.189428076262	-171.93038673459	-260.91301874746	3.10722570961692e-200	1.49842419432989e-11	7.13484777055654e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636805.1_ASM463680v1	Hydrogen bonds	8.07731932539686	0.147741348074287	7.41432128868476	-147.413099467346	-176.612209518882	-264.333808047818	-142.222859767077	-168.826849968478	-253.95332864728	1.20507297403227e-198	4.25501824469462e-11	5.19973262379042e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004636825.1_ASM463682v1	Hydrogen bonds	8.07670792463453	0.150442233837065	7.41039643889388	-151.593699387611	-181.126483432184	-275.852938435884	-146.403459687342	-173.34112388178	-265.472459035345	3.28267385283766e-201	6.20954406660107e-12	9.72374020861994e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004636845.1_ASM463684v1	Hydrogen bonds	8.07722877243676	0.150677517552873	7.40935447276159	-150.638799584539	-180.11378518871	-273.147180194943	-145.44855988427	-172.328425638306	-262.766700794405	1.17841186527618e-200	9.84695663195498e-12	4.06849373796907e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636865.1_ASM463686v1	Hydrogen bonds	8.076640238163	0.152303720501784	7.4084914506985	-153.714221434898	-183.191859006873	-281.013054462357	-148.523981734629	-175.406499456469	-270.632575061818	2.16394554493552e-202	2.73621147887327e-12	2.35095830867973e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004636885.1_ASM463688v1	Hydrogen bonds	8.07694249009989	0.150209300012302	7.41248165629832	-151.337749138193	-180.884371607884	-273.947589382398	-146.147509437924	-173.09901205748	-263.567109981859	8.47230885784274e-201	9.60703747730494e-12	2.1183378845967e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636905.1_ASM463690v1	Hydrogen bonds	8.07681317444606	0.152691261193217	7.40811157137087	-154.223487327677	-183.850992340032	-282.51001192349	-149.033247627408	-176.065632789628	-272.129532522952	9.99502478374142e-203	2.09395639088745e-12	1.42324744606202e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004636925.1_ASM463692v1	Hydrogen bonds	8.07646186487596	0.153323597520831	7.40749937465576	-155.44121818241	-185.167784106144	-285.909291983765	-150.250978482141	-177.38242455574	-275.528812583227	1.79642305579885e-203	1.15549986453011e-12	3.98417537736553e-104	AIC_Exponential	BIC_Exponential
Successful	GCF_004636945.1_ASM463694v1	Hydrogen bonds	8.07703334823384	0.149968215824639	7.40875669586006	-149.402411247072	-178.828800614531	-270.598614189668	-144.212171546803	-171.043441064128	-260.218134789129	4.42413660385994e-200	1.39410110811964e-11	9.26720788142156e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636965.1_ASM463696v1	Hydrogen bonds	8.07675029011831	0.15031643672037	7.41020660265858	-150.398529234086	-179.813084770813	-272.023208011454	-145.208289533817	-172.027725220409	-261.642728610915	2.13270325191812e-200	1.24393805806008e-11	5.70822780178968e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004636985.1_ASM463698v1	Hydrogen bonds	8.07654471470702	0.150448095798925	7.41030168324694	-151.018195051071	-180.396813404892	-273.703623700108	-145.827955350802	-172.611453854488	-263.323144299569	AIC_Exponential	BIC_Exponential	9.31753725540198e-201	9.40580679339536e-12	2.74849266209771e-102
Successful	GCF_004637005.1_ASM463700v1	Hydrogen bonds	8.07691414976845	0.148731181823296	7.41266101513712	-149.106697368286	-178.546150237656	-269.06046435859	-143.916457668017	-170.760790687252	-258.679984958052	1.08379527552128e-199	1.93734895243909e-11	9.5276431814361e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637025.1_ASM463702v1	Hydrogen bonds	8.07701072337218	0.150142182306568	7.41122784350973	-150.390371432041	-179.707628290227	-271.763449780044	-145.200131731772	-171.922268739823	-261.382970379506	2.46162502072249e-200	1.32902242578958e-11	5.83196431060715e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637045.1_ASM463704v1	Hydrogen bonds	8.07706161179823	0.149744513830282	7.41120145652915	-150.133263618244	-179.58997822384	-271.768533796781	-144.943023917975	-171.804618673436	-261.388054396243	2.5744527677933e-200	1.24366121006627e-11	4.63159094532466e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637065.1_ASM463706v1	Hydrogen bonds	8.07683776236878	0.150049573211604	7.41279447760095	-151.043582571969	-180.427546138319	-272.90995573269	-145.8533428717	-172.642186587915	-262.529476332151	1.42981348928387e-200	1.16847508714381e-11	3.18730348631313e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637085.1_ASM463708v1	Hydrogen bonds	8.07672644176454	0.150634572828285	7.410195212576	-151.03455877164	-180.384866584082	-273.585572651091	-145.844319071371	-172.599507033679	-263.205093250553	9.62955980167463e-201	9.73489115282545e-12	3.22989334178003e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637105.1_ASM463710v1	Hydrogen bonds	8.07675041098682	0.150864898601232	7.41036908441831	-151.950441122389	-181.403330551374	-276.270651209244	-146.76020142212	-173.61797100097	-265.890171808705	2.5481291607125e-201	6.09747916190435e-12	1.01192456334416e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637125.1_ASM463712v1	Hydrogen bonds	8.07538562630935	0.158628240272371	7.39835418752771	-163.019223932994	-193.033789799828	-311.86948238329	-157.828984232725	-185.248430249424	-301.489002982751	3.48659518407075e-209	6.1916825303492e-15	2.9703748607883e-108	AIC_Exponential	BIC_Exponential
Successful	GCF_004637145.1_ASM463714v1	Hydrogen bonds	8.07534121233283	0.15928225544704	7.39792011722526	-163.831048633638	-193.917148374329	-314.154107882815	-158.640808933369	-186.131788823925	-303.773628482277	1.07610357458775e-209	4.00176569241335e-15	1.42260898703016e-108	AIC_Exponential	BIC_Exponential
Successful	GCF_004637165.1_ASM463716v1	Hydrogen bonds	8.07593231570453	0.152594378379099	7.40831784792552	-154.368385652909	-184.218955434483	-282.358937612359	-149.17814595264	-176.433595884079	-271.97845821182	1.09859867173973e-202	2.26955320100305e-12	1.46234553200296e-103	AIC_Exponential	BIC_Exponential
Successful	GCF_004637185.1_ASM463718v1	Hydrogen bonds	8.07696751551271	0.148704053714995	7.41248950073915	-147.809572150742	-176.840789215492	-264.816497244351	-142.619332450473	-169.055429665088	-254.436017843813	8.50604064947309e-199	4.14023669396385e-11	7.21471325481186e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004637205.1_ASM463720v1	Hydrogen bonds	8.07693936461629	0.149965481539593	7.41090559391561	-150.371267140329	-179.837179299856	-272.273596727771	-145.18102744006	-172.051819749452	-261.893117327232	1.96534217131663e-200	1.1582132038637e-11	4.12915263088981e-102	AIC_Exponential	BIC_Exponential
Successful	GCF_004637225.1_ASM463722v1	Hydrogen bonds	8.07744516824767	0.146653619480189	7.41671180866181	-145.827838530216	-174.898776967399	-259.573551654028	-140.637598829947	-167.113417416995	-249.19307225349	AIC_Exponential	BIC_Exponential	1.38573007292535e-197	9.58778119342162e-11	2.72425133189804e-100
Successful	GCF_004637245.1_ASM463724v1	Hydrogen bonds	8.07685012953595	0.148242741043729	7.40962810720922	-146.973876672733	-176.085990300809	-264.956578879295	-141.783636972464	-168.300630750406	-254.576099478757	8.43252490495025e-199	3.23290386889442e-11	5.19763526461423e-101	AIC_Exponential	BIC_Exponential
Successful	GCF_004637265.1_ASM463726v1	Hydrogen bonds	8.07723225076212	0.148067148149545	7.4148044061859	-147.885851944387	-177.086711332126	-264.855614814782	-142.695612244118	-169.301351781722	-254.475135414244	8.99331199926189e-199	4.19563020100722e-11	4.88298960224418e-101	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_004683865.2_ASM468386v2	Hydrogen bonds	8.0315973926962	NA	7.76747017287558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Unsuccessful	GCF_004683885.1_ASM468388v1	Hydrogen bonds	8.06198401344026	NA	7.83706965572458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_004683905.1_ASM468390v1	Hydrogen bonds	7.85205858619037	0.199569293935063	7.23203630020982	-227.942301896004	-249.209981364198	-471.102812488205	-222.752062195735	-241.424621813794	-460.722333087666	5.51202753266272e-243	4.49554102232438e-29	4.20108521526215e-131	AIC_Exponential	BIC_Exponential
Successful	GCF_004683925.1_ASM468392v1	Hydrogen bonds	7.59645368805211	0.191873517859899	6.88258810004276	-194.120600798462	-224.711545942425	-453.285206584251	-188.930361098193	-216.926186392021	-442.904727183712	1.2656653163714e-237	8.66272601399922e-32	1.09839801999992e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_004683945.1_ASM468394v1	Hydrogen bonds	7.59645962119852	0.19186773846398	6.88259519652826	-194.125305891639	-224.734991339058	-453.404898950081	-188.93506619137	-216.949631788654	-443.024419549543	1.19467933103673e-237	8.27417545451807e-32	1.03349720498008e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_004683965.1_ASM468396v1	Hydrogen bonds	8.13486591675005	0.277633449615524	7.78111084121034	-381.595092362163	-383.529790455766	-535.706912954645	-376.404852661894	-375.744430905362	-525.326433554107	1.54913825316892e-259	1.2572853045919e-15	5.23022298338545e-130	AIC_Exponential	BIC_Exponential
Successful	GCF_004684245.1_ASM468424v1	Hydrogen bonds	7.97534908339907	0.117534297696937	7.68836410631423	-295.015324326449	-323.329599242417	-424.391266639228	-289.82508462618	-315.544239692013	-414.01078723869	9.73442133753088e-230	2.01430499761133e-12	2.0448955771379e-142	AIC_Exponential	BIC_Exponential
Successful	GCF_004684265.1_ASM468426v1	Hydrogen bonds	7.70085844468934	0.19299207367037	6.88679135119595	-168.671903222169	-195.923813226832	-440.577750002156	-163.481663521899	-188.138453676428	-430.197270601618	1.53554157904538e-235	5.08594179729751e-34	2.42680970309846e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_004684285.1_ASM468428v1	Hydrogen bonds	7.44992911578375	0.17491440860902	6.79886139961891	-190.500070376109	-209.214880624404	-369.425537396435	-185.309830675839	-201.429521074001	-359.045057995897	1.3266292151416e-218	4.73740371735677e-19	4.13160394248147e-113	AIC_Exponential	BIC_Exponential
Successful	GCF_004684305.1_ASM468430v1	Hydrogen bonds	7.85431820960222	0.16791349668256	7.12657529790498	-174.171921754063	-217.770334429412	-468.602354418551	-168.981682053794	-209.984974879008	-458.221875018013	AIC_Exponential	BIC_Exponential	2.03873966905763e-241	4.9907131191324e-38	9.32293187036203e-138
Successful	GCF_004684325.1_ASM468432v1	Hydrogen bonds	7.85698199525475	0.16818213516085	7.12554059711701	-173.369956721287	-216.678327347381	-468.38971850774	-168.179717021018	-208.892967796977	-458.009239107202	2.13647789623056e-241	3.88882219823585e-38	1.15961051732656e-137	AIC_Exponential	BIC_Exponential
Successful	GCF_004684345.1_ASM468434v1	Hydrogen bonds	7.59348468463047	0.206323847869097	6.86027945607081	-198.634988623185	-225.296524402279	-451.527559038415	-193.444748922916	-217.511164851875	-441.147079637877	1.2516178984715e-237	1.02336845998249e-30	3.63511003375575e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_004684365.1_ASM468436v1	Hydrogen bonds	7.7111685758007	0.177483476193442	6.941053754948	-169.085961306182	-209.370218383386	-451.078249859991	-163.895721605913	-201.584858832982	-440.697770459453	2.58742512269762e-237	8.6231985933245e-36	4.47890102993462e-131	AIC_Exponential	BIC_Exponential
Successful	GCF_004730965.1_ASM473096v1	Hydrogen bonds	7.36913917295009	0.161875331673718	6.78824252913015	-202.416671539573	-224.574243776971	-375.864564465095	-197.226431839304	-216.788884226567	-365.484085064556	5.40104634577598e-219	2.97139330970693e-18	4.27033764076408e-117	AIC_Exponential	BIC_Exponential
Successful	GCF_004751985.1_ASM475198v1	Hydrogen bonds	7.84472729128774	0.167119495260388	7.43979710224242	-272.466289489685	-289.780833665462	-412.647357021371	-267.276049789416	-281.995474115058	-402.266877620833	1.35432813159109e-229	6.79205709279139e-14	3.28665348801266e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_004752005.1_ASM475200v1	Hydrogen bonds	7.32853212546655	0.189484125981443	6.76905876747536	-231.687337927516	-249.610116067381	-405.18834386207	-226.497098227246	-241.824756516977	-394.807864461531	6.0680666681911e-226	2.65783421915999e-18	1.27054076818971e-116	AIC_Exponential	BIC_Exponential
Successful	GCF_004758745.1_ASM475874v1	Hydrogen bonds	7.63705942537002	0.220236751771921	7.19225111952466	-291.049744682528	-302.269118387883	-425.341020432612	-285.859504982258	-294.483758837479	-414.960541032074	1.0537804642402e-232	3.42090342361435e-13	7.39498552557138e-116	AIC_Exponential	BIC_Exponential
Successful	GCF_004758865.1_ASM475886v1	Hydrogen bonds	7.21004136671958	0.197513285253111	6.81901665323711	-306.086895416098	-319.83898027938	-458.989767114287	-300.896655715829	-312.053620728977	-448.609287713749	7.66863535840406e-237	1.57509501492599e-15	1.98588695909957e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_004759025.1_ASM475902v1	Hydrogen bonds	7.55027077173019	0.206855117174797	6.85213034539477	-207.907734352672	-228.629609494773	-446.368632499549	-202.717494652403	-220.844249944369	-435.98815309901	2.54255995724634e-236	2.77479123632095e-28	1.00350536585707e-122	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_004768525.1_ASM476852v1	Hydrogen bonds	7.20471427476265	NA	6.97218803839527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_004768545.1_ASM476854v1	Hydrogen bonds	8.01810029336852	0.227959981075329	7.32578980644012	-223.723635934191	-234.778253593071	-450.217930732257	-218.533396233921	-226.992894042667	-439.837451331719	4.10068612374641e-240	2.62174247462439e-26	1.34392145940311e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_004768565.1_ASM476856v1	Hydrogen bonds	7.59137759851881	0.19354829117125	6.86375789331978	-191.17101981677	-219.746123411352	-447.250364041412	-185.9807801165	-211.960763860949	-436.869884640873	2.25689974654648e-236	2.94147633937364e-31	5.06393556411129e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_004768585.1_ASM476858v1	Hydrogen bonds	7.59133535819896	0.193748767434051	6.86337000968202	-191.185046566366	-219.726709706282	-446.80877426111	-185.994806866097	-211.941350155879	-436.428294860572	2.76035059720792e-236	3.52334320687805e-31	6.94237653794179e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_004768605.1_ASM476860v1	Hydrogen bonds	7.59497483427909	0.192642472571463	6.86367343713448	-189.323944968696	-218.434270236911	-443.669215901051	-184.133705268427	-210.648910686507	-433.288736500513	1.30194914206949e-235	5.85269402886932e-31	1.72762210573992e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_004768625.1_ASM476862v1	Hydrogen bonds	7.59689231886878	0.192179810828715	6.87550386103426	-192.230632914281	-222.197932509502	-452.079929162934	-187.040393214012	-214.412572959099	-441.699449762396	2.21572084446436e-237	6.5789688492737e-32	2.28483801785509e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_004768645.1_ASM476864v1	Hydrogen bonds	7.60185181130045	0.191426840366132	6.87305412416371	-189.302311325123	-219.463977875686	-445.806550004062	-184.112071624854	-211.678618325282	-435.426070603524	AIC_Exponential	BIC_Exponential	4.59540657521534e-236	2.49980140008055e-31	3.04036486139176e-126
Successful	GCF_004768665.1_ASM476866v1	Hydrogen bonds	7.59677204925416	0.191980111360287	6.87562567042716	-192.165554371297	-222.141810744723	-452.197354023309	-186.975314671028	-214.356451194319	-441.81687462277	2.12477129122338e-237	6.11794040507614e-32	1.95333795953723e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_004768685.1_ASM476868v1	Hydrogen bonds	7.1579389338261	0.161882344968556	6.659554636275	-238.613183899473	-272.248430851001	-442.473550929061	-233.422944199204	-264.463071300597	-432.093071528523	8.1104325648401e-232	1.06385059551162e-22	6.82613719521014e-130	AIC_Exponential	BIC_Exponential
Successful	GCF_004768705.1_ASM476870v1	Hydrogen bonds	7.20779134754499	0.198502034804742	6.8226203748266	-309.643014506359	-321.565675444431	-461.600049253022	-304.45277480609	-313.780315894027	-451.219569852484	2.09189225050785e-237	2.08432171259037e-15	9.6174148529341e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_004768725.1_ASM476872v1	Hydrogen bonds	6.88207208180788	0.166033107775288	6.4907648609546	-251.285213584745	-263.912342792234	-334.686855637979	-246.094973884475	-256.12698324183	-324.306376237441	1.13433704290283e-207	1.05861450356118e-07	1.10130562604607e-104	AIC_Exponential	BIC_Exponential
Successful	GCF_004771055.1_ASM477105v1	Hydrogen bonds	8.07733526629857	0.14756430846986	7.41409966350706	-146.767863963639	-175.981837906119	-262.694706741401	-141.57762426337	-168.196478355715	-252.314227340863	2.7269721221091e-198	5.49118003242343e-11	1.03253696570977e-100	AIC_Exponential	BIC_Exponential
Successful	GCF_004771075.1_ASM477107v1	Hydrogen bonds	7.38005316561643	0.172265889477249	6.85880784807005	-222.716845652572	-242.165985112117	-356.241533528111	-217.526605952303	-234.380625561713	-345.861054127572	2.36147184857994e-215	4.32334626041935e-13	1.35511424646715e-110	AIC_Exponential	BIC_Exponential
Successful	GCF_004771095.1_ASM477109v1	Hydrogen bonds	6.97532467663637	0.138046534971279	6.57613238097689	-237.468672101026	-257.884870606061	-344.4233896346	-232.278432400757	-250.099511055658	-334.042910234062	7.36534732663484e-209	5.14349941311999e-10	2.76274529290524e-114	AIC_Exponential	BIC_Exponential
Successful	GCF_004771115.1_ASM477111v1	Hydrogen bonds	6.97532467663637	0.138046534971279	6.57613238097689	-237.468672101026	-257.884870606061	-344.4233896346	-232.278432400757	-250.099511055658	-334.042910234062	7.36534732663484e-209	5.14349941311999e-10	2.76274529290524e-114	AIC_Exponential	BIC_Exponential
Successful	GCF_004771135.1_ASM477113v1	Hydrogen bonds	7.5538695463441	0.210268777822576	6.8472545667486	-208.447526915721	-230.857394683063	-453.743362108512	-203.257287215452	-223.072035132659	-443.362882707974	5.62178139309261e-238	1.99159141808873e-29	1.4369293807367e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_004771155.1_ASM477115v1	Hydrogen bonds	7.07821416041608	0.161971387293906	6.71810182969961	-303.167485763894	-330.191033212181	-496.115078944497	-297.977246063625	-322.405673661777	-485.734599543958	1.14018323474748e-242	4.60740058756045e-21	1.01067214537575e-140	AIC_Exponential	BIC_Exponential
Successful	GCF_004771175.1_ASM477117v1	Hydrogen bonds	7.1593014729809	0.161820788761378	6.65889068937677	-237.29388674385	-271.04843438889	-438.010047363823	-232.103647043581	-263.263074838486	-427.629567963285	AIC_Exponential	BIC_Exponential	6.98126915710578e-231	3.20383444401595e-22	5.62111116069108e-129
Successful	GCF_004771195.1_ASM477119v1	Hydrogen bonds	7.15888854918383	0.163031793177474	6.65686883730035	-237.577846044875	-270.811661162442	-437.943465008314	-232.387606344606	-263.026301612038	-427.562985607775	6.43208972680304e-231	3.58959127843065e-22	1.14621850939545e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_004771235.1_ASM477123v1	Hydrogen bonds	7.55712382399428	0.212309705985912	6.85050443809176	-210.110916631499	-232.551907528067	-457.990867865332	-204.92067693123	-224.766547977664	-447.610388464793	6.15222519947682e-239	7.29312438269535e-30	4.7793382186699e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_004771295.1_ASM477129v1	Hydrogen bonds	7.37457415204163	0.170973846398557	6.85604042447065	-220.663273389841	-239.893378766949	-348.091242239095	-215.473033689571	-232.108019216545	-337.710762838556	1.47569980994502e-213	2.2863334945722e-12	3.68209640942562e-109	AIC_Exponential	BIC_Exponential
Successful	GCF_004771435.1_ASM477143v1	Hydrogen bonds	7.60089052247332	0.245377231190617	7.13699651197654	-289.281530380245	-292.047956093243	-397.600588207025	-284.091290679976	-284.262596542839	-387.220108806486	3.8428231874375e-227	3.1998623439845e-10	1.06180677619555e-104	AIC_Exponential	BIC_Exponential
Successful	GCF_004771515.1_ASM477151v1	Hydrogen bonds	7.011414459444	0.173913662722208	6.63458496944182	-290.661644139027	-312.103963585521	-427.034912883153	-285.471404438758	-304.318604035117	-416.654433482615	3.353955678088e-228	1.9816540515992e-13	6.05260219714869e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_004771975.1_ASM477197v1	Hydrogen bonds	7.01110101719946	0.168097719811606	6.63887398360265	-288.122702972679	-310.761404456718	-423.237862725266	-282.932463272409	-302.976044906314	-412.857383324727	3.53256310929105e-227	2.8633591622208e-13	1.58743142733051e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_004772055.1_ASM477205v1	Hydrogen bonds	7.01113622863292	0.178311040486963	6.62273128622643	-288.348453609988	-309.686086599896	-425.97838052227	-283.158213909718	-301.900727049492	-415.597901121731	3.93132801863658e-228	1.38183327126597e-13	1.08240985533405e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_004772175.1_ASM477217v1	Hydrogen bonds	7.01135667423129	0.166296510055016	6.64615478479216	-288.681199389214	-311.137779567815	-418.267744924541	-283.490959688945	-303.352420017412	-407.887265524003	4.61756957036163e-226	1.31565535837051e-12	6.44375235445807e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_004772215.1_ASM477221v1	Hydrogen bonds	7.01029451744704	0.173265374235074	6.63652960504316	-290.683938618449	-311.57517639873	-423.611033024713	-285.49369891818	-303.789816848327	-413.230553624175	1.89070187154275e-227	5.16785288738015e-13	2.2611310220447e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_004777465.1_ASM477746v1	Hydrogen bonds	8.15709343027655	0.29146673440797	7.76425475283478	-370.711907303783	-376.73131570207	-532.4475911652	-365.521667603514	-368.945956151666	-522.067111764662	3.94591106214466e-259	1.31170413043715e-16	7.7517795143296e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_004785995.1_ASM478599v1	Hydrogen bonds	7.01162591828388	0.16315678655603	6.64824441729385	-288.320435309389	-310.710008608923	-421.344443308613	-283.13019560912	-302.924649058519	-410.963963908074	1.39713601676716e-226	5.19374567399879e-13	2.52581107060738e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_004786015.1_ASM478601v1	Hydrogen bonds	7.31150468201011	0.161224297438655	6.81197283540533	-237.719545662607	-262.480020111159	-440.853799373288	-232.529305962337	-254.694660560755	-430.47331997275	AIC_Exponential	BIC_Exponential	2.46848850076346e-232	1.34484555725408e-22	1.34527501005854e-130
Successful	GCF_004786035.1_ASM478603v1	Hydrogen bonds	7.84803509402918	0.194602025069872	7.20829903496222	-219.393078249893	-244.234464850014	-481.91955923396	-214.202838549624	-236.44910529961	-471.539079833422	4.21488806475244e-245	2.18108482946865e-32	1.89374793916703e-134	AIC_Exponential	BIC_Exponential
Successful	GCF_004792395.1_ASM479239v1	Hydrogen bonds	7.20083161416955	0.202306814740517	6.82720081365339	-312.48717795134	-322.134991518145	-443.898357094161	-307.296938251071	-314.349631967741	-433.517877693623	9.68521971594996e-234	7.45678126188763e-13	3.81416295508072e-121	AIC_Exponential	BIC_Exponential
